phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=80 max_curves_per_n=260 repeats_per_n=8 swarm_size=18 iterations=13 boundary_damping=0.0 workers=56,1,0,0,0,0,,,,1.651799993851455e-05
2,init_best fitness=40120.40799979713,1,18,18,1,5423,301.27777777777777,40120.40799979713,,2878.451783451
3,iteration=1/13 best_fitness=38354.0633052181,19,36,18,1,9885,549.1666666666666,38354.0633052181,1766.3446945790274,2917.0479673309997
4,iteration=2/13 best_fitness=38354.0633052181,37,54,18,0,11275,626.3888888888889,53282.60412157941,-14928.54081636131,3436.552279573001
5,iteration=3/13 best_fitness=38225.10110239373,55,72,18,1,11471,637.2777777777778,38225.10110239373,15057.503019185679,2733.485340015999
6,iteration=4/13 best_fitness=26091.01078631476,73,90,18,2,9689,538.2777777777778,26091.01078631476,12134.090316078971,1656.9100359130007
7,iteration=5/13 best_fitness=26091.01078631476,91,108,18,0,9377,520.9444444444445,27390.222563103558,-1299.2117767887976,1243.0871064639996
8,iteration=6/13 best_fitness=26091.01078631476,109,126,18,0,10643,591.2777777777778,29465.589536627056,-2075.366973523498,1165.615926280001
9,iteration=7/13 best_fitness=26091.01078631476,127,144,18,0,11337,629.8333333333334,26764.698326578608,2700.8912100484486,1376.1753363860007
10,iteration=8/13 best_fitness=26091.01078631476,145,162,18,0,11482,637.8888888888889,27222.63651073577,-457.93818415716305,1035.280679495998
11,iteration=9/13 best_fitness=26091.01078631476,163,180,18,0,11148,619.3333333333334,26639.50395347238,583.1325572633905,996.8108992570014
12,iteration=10/13 best_fitness=26091.01078631476,181,198,18,0,10971,609.5,26610.415176468443,29.08877700393714,944.6732376639993
13,iteration=11/13 best_fitness=26091.01078631476,199,216,18,0,11365,631.3888888888889,26572.80831618625,37.60686028219425,975.0660077049979
14,iteration=12/13 best_fitness=25799.227981843866,217,234,18,1,11322,629.0,25799.227981843866,773.5803343423831,936.8718435640003
15,iteration=13/13 best_fitness=25799.227981843866,235,252,18,0,11329,629.3888888888889,26785.18400103288,-985.9560191890159,893.144834521001
