phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 initial_samples=16 iterations=22 candidate_pool=2500 workers=12,1,0,0,0,,,4.917033948004246e-06
2,initial_design_completed points=16,1,16,16,4,0.891053244820796,,7.43542592698941
3,iteration=1/22 best_fitness=0.891053244820796,17,17,1,0,1.4888934754708316,-0.5978402306500357,0.38335164700401947
4,iteration=2/22 best_fitness=0.891053244820796,18,18,1,0,1.8616597102663945,-0.3727662347955629,0.47531613300088793
5,iteration=3/22 best_fitness=0.891053244820796,19,19,1,0,1.1880283837381285,0.6736313265282661,0.32388755498686805
6,iteration=4/22 best_fitness=0.891053244820796,20,20,1,0,0.9000487034791149,0.28797968025901355,0.2682069329894148
7,iteration=5/22 best_fitness=0.891053244820796,21,21,1,0,1.0942447682318743,-0.1941960647527594,0.30524760799016804
8,iteration=6/22 best_fitness=0.891053244820796,22,22,1,0,1.2091282378241885,-0.11488346959231421,0.32786527503049
9,iteration=7/22 best_fitness=0.891053244820796,23,23,1,0,1.8585250385804102,-0.6493968007562216,0.4529922899673693
10,iteration=8/22 best_fitness=0.891053244820796,24,24,1,0,1.6836387268267572,0.174886311753653,0.4239042730187066
11,iteration=9/22 best_fitness=0.7953190962143708,25,25,1,1,0.7953190962143708,0.8883196306123864,0.24638739600777626
12,iteration=10/22 best_fitness=0.7953190962143708,26,26,1,0,1.2039105941075832,-0.40859149789321236,0.3327726229908876
13,iteration=11/22 best_fitness=0.7953190962143708,27,27,1,0,0.8645558814168908,0.3393547126906924,0.2647479110164568
14,iteration=12/22 best_fitness=0.7953190962143708,28,28,1,0,1.1191584106709342,-0.2546025292540435,0.3227649449836463
15,iteration=13/22 best_fitness=0.7953190962143708,29,29,1,0,0.8254467110673431,0.2937116996035911,0.2560898410156369
16,iteration=14/22 best_fitness=0.7953190962143708,30,30,1,0,0.9678204976662528,-0.14237378659890965,0.28594453196274117
17,iteration=15/22 best_fitness=0.7953190962143708,31,31,1,0,0.8827312019420788,0.08508929572417401,0.2751375840161927
18,iteration=16/22 best_fitness=0.7953190962143708,32,32,1,0,0.9396401647827588,-0.05690896284068003,0.28875396301737055
19,iteration=17/22 best_fitness=0.7953190962143708,33,33,1,0,1.384188074269332,-0.4445479094865732,0.3768456309917383
20,iteration=18/22 best_fitness=0.7953190962143708,34,34,1,0,1.3522077047091443,0.03198036956018768,0.36860917799640447
21,iteration=19/22 best_fitness=0.7953190962143708,35,35,1,0,0.8007602232100908,0.5514474814990535,0.2623766519827768
22,iteration=20/22 best_fitness=0.7953190962143708,36,36,1,0,0.8080293124075979,-0.007269089197507128,0.2576588020310737
23,iteration=21/22 best_fitness=0.7953190962143708,37,37,1,0,1.062144099676516,-0.254114787268918,0.3217316640075296
24,iteration=22/22 best_fitness=0.7953190962143708,38,38,1,0,0.8188265879289247,0.2433175117475912,0.26831721095368266
