phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=80 max_curves_per_n=260 repeats_per_n=8 population_size=22 generations=12 mutation_prob=0.14 workers=56,1,0,0,0,0,,,,1.7479993402957916e-05
2,init_best fitness=28265.062795172762,1,22,22,1,7431,337.77272727272725,28265.062795172762,,1406.3443026049936
3,generation=1/12 best_fitness=28265.062795172762,23,43,21,0,11058,526.5714285714286,28984.358344626344,-719.2955494535818,1050.744197795022
4,generation=2/12 best_fitness=25914.519760047042,44,64,21,1,13072,622.4761904761905,25914.519760047042,3069.838584579302,903.3053327229863
5,generation=3/12 best_fitness=25914.519760047042,65,85,21,0,13266,631.7142857142857,26173.297867101828,-258.77810705478623,897.2681444080081
6,generation=4/12 best_fitness=25725.88629373149,86,106,21,1,13321,634.3333333333334,25725.88629373149,447.41157337033655,907.0753930709907
7,generation=5/12 best_fitness=25430.703248218706,107,127,21,1,13336,635.047619047619,25430.703248218706,295.1830455127856,903.3253925970057
8,generation=6/12 best_fitness=24605.747666671723,128,148,21,1,13327,634.6190476190476,24605.747666671723,824.955581546983,878.5058222280059
9,generation=7/12 best_fitness=24605.747666671723,149,169,21,0,13373,636.8095238095239,25091.98132323443,-486.23365656270835,899.563090073003
10,generation=8/12 best_fitness=24605.747666671723,170,190,21,0,13361,636.2380952380952,24788.94513710713,303.03618612730133,884.2030595849792
11,generation=9/12 best_fitness=23313.118082583424,191,211,21,1,13381,637.1904761904761,23313.118082583424,1475.8270545237065,888.4777039820037
12,generation=10/12 best_fitness=23313.118082583424,212,232,21,0,13384,637.3333333333334,24742.30067794464,-1429.182595361217,880.7058004360006
13,generation=11/12 best_fitness=23313.118082583424,233,253,21,0,13391,637.6666666666666,25081.323731634184,-339.0230536895433,900.6004578900174
14,generation=12/12 best_fitness=23313.118082583424,254,274,21,0,13400,638.0952380952381,24931.170768845514,150.15296278867027,862.3206345599901
