new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,0.7590322390315123,25956,333862,12.86261365387579,2.9377165773214076,,,
2,2,1.0897318259812891,5577,111540,20.0,1.3168631740263663,1.6208534032950412,55.17392030966193,0
3,3,1.331306771025993,3437,3437,1.0,0.8556515031086747,0.46121167091769166,35.0235073783343,0
4,5,1.9983340430189855,1661,25531,15.370860927152318,0.8495942470617592,0.006057256046915427,0.7079115767235561,1
5,9,3.2773793659871444,1798,7320,4.0711902113459395,0.7806790343893226,0.06891521267243661,8.111544176619994,3
6,27,9.1040092559997,1050,15728,14.97904761904762,0.7505058358365204,0.030173198552802205,3.864994091509688,17
7,31,10.1500982909929,1463,6263,4.28092959671907,0.7499590654624626,0.0005467703740578145,0.07285358060519002,3
8,34,10.915720388002228,1505,5986,3.9774086378737543,0.7467760609288234,0.0031830045336391777,0.42442376927284375,2
9,46,14.35995675198501,1351,2521,1.8660251665433012,0.6879888191557256,0.0587872417730978,7.872137960606228,11
10,48,14.839869369985536,1140,1759,1.542982456140351,0.6762231492029969,0.011765669952728763,1.7101542387225357,1
11,66,21.475428040022962,1027,1407,1.3700097370983446,0.674132848449517,0.0020903007534798235,0.30911404851245805,17
12,68,21.89131106098648,1013,1651,1.6298124383020731,0.6538430658401921,0.020289782609324902,3.0097602655011877,1
13,132,39.76992788200732,1004,1383,1.3774900398406376,0.6524607756582554,0.0013822901819366962,0.2114100851035937,63
14,152,44.69285435701022,1013,1177,1.1618953603158935,0.6504341372346971,0.0020266384235583246,0.31061459924754664,19
15,164,47.29536359501071,1013,1148,1.1332675222112536,0.6415727842831984,0.008861352951498702,1.3623751344252164,11
16,178,50.84114573500119,1014,1080,1.0650887573964498,0.6156255431968021,0.025947241086396344,4.04431760854477,13
