metric,value
best_eval,55
best_eval_fraction,0.6547619047619048
eval_per_sec,0.010884981220636013
evaluation_count,84
improvement_percent,28.615356782860594
max_plateau_evals,31
median_plateau_evals,14.0
new_best_count,4
new_best_rate,0.047619047619047616
p90_plateau_evals,30.2
time_to_best_sec,4633.022290952998
time_to_first_improvement_sec,953.1918581889986
total_runtime_sec,7717.060760937995
flag_b1_hits_boundary,False
flag_b2_hits_boundary,False
flag_best_b1_on_boundary,False
flag_best_b2_on_boundary,False
flag_best_ratio_on_boundary,False
flag_late_best,False
flag_low_improvement,False
flag_low_signal,False
flag_plateau_too_long,False
flag_ratio_hits_boundary,False
