phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=40 max_curves_per_n=130 repeats_per_n=4 population_size=22 generations=18 mutation_prob=0.14 workers=56,1,0,0,0,0,,,,1.1794967576861382e-05
2,init_best fitness=72483.35755237873,1,22,22,1,712,32.36363636363637,72483.35755237873,,158.18507618299918
3,generation=1/18 best_fitness=72483.35755237873,23,43,21,0,1188,56.57142857142857,74957.08434822358,-2473.72679584485,158.21607593103545
4,generation=2/18 best_fitness=43792.09746085777,44,64,21,1,1960,93.33333333333333,43792.09746085777,31164.986887365812,177.70959565596422
5,generation=3/18 best_fitness=38649.10243616527,65,85,21,1,2138,101.80952380952381,38649.10243616527,5142.9950246925,189.49105167103698
6,generation=4/18 best_fitness=38649.10243616527,86,106,21,0,2376,113.14285714285714,40504.384280041704,-1855.281843876437,208.95531047898112
7,generation=5/18 best_fitness=38147.751053809334,107,127,21,1,2431,115.76190476190476,38147.751053809334,2356.6332262323704,219.19493043102557
8,generation=6/18 best_fitness=37531.80536651882,128,148,21,1,2506,119.33333333333333,37531.80536651882,615.9456872905139,216.09648402797757
9,generation=7/18 best_fitness=27861.699183583994,149,169,21,1,2625,125.0,27861.699183583994,9670.106182934825,221.71371821098728
10,generation=8/18 best_fitness=27861.699183583994,170,190,21,0,2606,124.0952380952381,31422.11447723792,-3560.415293653925,227.43084883101983
11,generation=9/18 best_fitness=27861.699183583994,191,211,21,0,2643,125.85714285714286,35270.95995017736,-3848.8454729394434,236.21862889599288
12,generation=10/18 best_fitness=27861.699183583994,212,232,21,0,2604,124.0,28902.467877388124,6368.492072789239,237.05781560699688
13,generation=11/18 best_fitness=24112.932232844618,233,253,21,1,2635,125.47619047619048,24112.932232844618,4789.535644543506,239.3215324159828
14,generation=12/18 best_fitness=24043.046765974435,254,274,21,1,2659,126.61904761904762,24043.046765974435,69.88546687018243,244.82323392503895
15,generation=13/18 best_fitness=24043.046765974435,275,295,21,0,2671,127.19047619047619,29277.761240053384,-5234.714474078948,248.20110918796854
16,generation=14/18 best_fitness=20569.120578234284,296,316,21,1,2699,128.52380952380952,20569.120578234284,8708.6406618191,243.7540246139979
17,generation=15/18 best_fitness=20569.120578234284,317,337,21,0,2699,128.52380952380952,25075.514753774773,-4506.3941755404885,239.58892989903688
18,generation=16/18 best_fitness=20569.120578234284,338,358,21,0,2729,129.95238095238096,29358.768762980486,-4283.254009205713,245.22424748697085
19,generation=17/18 best_fitness=20569.120578234284,359,379,21,0,2724,129.71428571428572,25833.98558536457,3524.7831776159146,232.26203619199805
20,generation=18/18 best_fitness=20569.120578234284,380,400,21,0,2657,126.52380952380952,33365.95371695717,-7531.968131592599,246.64852644200437
