group,run_count,median_objective,iqr_objective,success_share,median_runtime_sec,median_validation_gain_pct
20,45,0.6531195326242596,0.05753135412232946,0.6888888888888889,51.49920085602207,30.587413082307428
25,45,0.7387306482123677,0.09821388707496226,0.06666666666666667,58.615420911984984,60.62357267535718
30,45,0.9230221975885797,0.08847089612390846,0.0,70.93119788402691,87.5408168704549
