phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,step=1/80 new_best b1=3130 b2=12210 fitness=0.991121849801857,1,1,1,1,0.991121849801857,,0.26665887801209465
2,step=2/80 new_best b1=2518 b2=3813 fitness=0.9080393000040203,2,2,1,1,0.9080393000040203,0.08308254979783669,0.24656877701636404
3,step=5/80 new_best b1=1404 b2=10307 fitness=0.8546067044662777,3,5,3,1,0.8546067044662777,0.0534325955377426,0.9104796869796701
4,step=6/80 new_best b1=1160 b2=1923 fitness=0.8477152676787227,6,6,1,1,0.8477152676787227,0.006891436787554994,0.23203631601063535
5,step=17/80 new_best b1=1153 b2=2756 fitness=0.7702242848172318,7,17,11,1,0.7702242848172318,0.07749098286149092,3.8362007520045154
