phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 max_curves_per_n=100 repeats_per_n=3 popsize=10 maxiter=10 workers=56,1,0,0,0,0,,,,5.71901910007e-06
2,generation=1/10 best_fitness=2.0979191568421482,1,40,40,2,211,5.275,2.0979191568421482,,99.87193037499674
3,generation=2/10 best_fitness=2.0268131375349334,41,60,20,1,223,11.15,2.0268131375349334,0.07110601930721483,76.20762378600193
4,generation=3/10 best_fitness=2.0268131375349334,61,80,20,0,141,7.05,2.059020843780792,-0.03220770624585878,51.61529486300424
5,generation=4/10 best_fitness=1.9485800008566492,81,100,20,1,184,9.2,1.9485800008566492,0.11044084292414302,52.7553499659989
6,generation=5/10 best_fitness=1.9485800008566492,101,120,20,0,234,11.7,2.04099610613288,-0.0924161052762309,71.04200651496649
7,generation=6/10 best_fitness=1.9485800008566492,121,140,20,0,162,8.1,1.9847013209585094,0.0562947851743707,51.02034165500663
8,generation=7/10 best_fitness=1.9485800008566492,141,160,20,0,253,12.65,1.9877915575918825,-0.0030902366333731557,59.24666044203332
9,generation=8/10 best_fitness=1.8675693726390064,161,180,20,1,369,18.45,1.8675693726390064,0.12022218495287618,77.93018904799828
10,generation=9/10 best_fitness=1.8675693726390064,181,200,20,0,356,17.8,1.96127205569798,-0.09370268305897356,79.27432263997616
11,generation=10/10 best_fitness=1.8675693726390064,201,220,20,0,281,14.05,2.00319318117539,-0.04192112547740989,67.9307273090235
