new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,successes,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,5.852665870974306,20240,122988,6.0764822134387355,2.1693485803206842,34,,,
2,34,85.4384932750254,8334,150108,18.01151907847372,2.0979191568421482,23,0.07142942347853598,3.2926669382002642,32
3,45,127.03291472897399,7508,433331,57.715903036760785,2.0268131375349334,29,0.07110601930721483,3.3893593599786644,10
4,95,258.96923915098887,21110,427361,20.244481288488867,1.9485800008566492,40,0.07823313667828424,3.859908702458558,49
5,176,525.5476821570192,8803,483601,54.9359309326366,1.8675693726390064,38,0.08101062821764282,4.157418642397455,80
