phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,step=1/60 new_best b1=13435 b2=158263 fitness=2.0480668345699087,1,1,1,1,2.0480668345699087,,0.4945848520146683
2,step=2/60 new_best b1=2335 b2=46700 fitness=1.250539971399121,2,2,1,1,1.250539971399121,0.7975268631707877,0.31795535096898675
3,step=5/60 new_best b1=2883 b2=8574 fitness=0.8879761505522765,3,5,3,1,0.8879761505522765,0.36256382084684446,1.4316087940242141
4,step=7/60 new_best b1=1262 b2=5146 fitness=0.709359382657567,6,7,2,1,0.709359382657567,0.17861676789470948,0.5840189600130543
5,step=9/60 new_best b1=1043 b2=5933 fitness=0.6907773996354081,8,9,2,1,0.6907773996354081,0.018581983022158965,0.6142860159743577
6,step=43/60 new_best b1=1206 b2=2077 fitness=0.6891930189740378,10,43,34,1,0.6891930189740378,0.0015843806613702327,13.265336790005676
