new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,successes,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,1.5401083729811944,1461,6510,4.455852156057495,2.2796848985117038,1,,,
2,3,4.375126555969473,175,421,2.4057142857142857,2.203729781295159,0,0.07595511721654491,3.331825256469977,1
3,17,42.16582073899917,18697,336629,18.004439214847302,2.183199114235139,33,0.020530667060020047,0.9316326908262738,13
4,18,47.3880319679738,17859,172730,9.67187412509099,2.1373893151007066,33,0.04580979913443217,2.0982877299527103,0
5,22,59.450536486983765,20936,202675,9.68069354222392,2.082495516087123,37,0.0548937990135836,2.5682639388976822,3
6,24,67.15620035299798,25950,417950,16.10597302504817,1.9459540143085643,42,0.13654150177855873,6.556628848599471,1
7,55,147.46130327996798,18334,449991,24.544071124686376,1.820565268119669,43,0.1253887461888954,6.443561629253016,30
