metric,value
best_eval,55
best_eval_fraction,0.9166666666666666
eval_per_sec,0.3561178670942976
evaluation_count,60
improvement_percent,20.139609236863038
max_plateau_evals,30
median_plateau_evals,2.0
new_best_count,7
new_best_rate,0.11666666666666667
p90_plateau_evals,18.099999999999998
time_to_best_sec,147.45687789598014
time_to_first_improvement_sec,1.5401083729811944
total_runtime_sec,168.4835430739913
flag_b1_hits_boundary,False
flag_b2_hits_boundary,False
flag_best_b1_on_boundary,False
flag_best_b2_on_boundary,False
flag_best_ratio_on_boundary,False
flag_late_best,True
flag_low_improvement,False
flag_low_signal,False
flag_plateau_too_long,False
flag_ratio_hits_boundary,True
