phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,step=1/60 new_best b1=1462 b2=6511 fitness=2.2796848985117038,1,1,1,1,1,1.0,2.2796848985117038,,1.5425839659874327
2,step=3/60 new_best b1=175 b2=421 fitness=2.203729781295159,2,3,2,1,2,1.0,2.203729781295159,0.07595511721654491,2.836031553975772
3,step=17/60 new_best b1=18697 b2=336630 fitness=2.183199114235139,4,17,14,1,88,6.285714285714286,2.183199114235139,0.020530667060020047,37.79068092699163
4,step=18/60 new_best b1=17860 b2=172731 fitness=2.1373893151007066,18,18,1,1,33,33.0,2.1373893151007066,0.04580979913443217,5.222619645996019
5,step=22/60 new_best b1=20937 b2=202676 fitness=2.082495516087123,19,22,4,1,50,12.5,2.082495516087123,0.0548937990135836,12.062010751047637
6,step=24/60 new_best b1=25951 b2=417950 fitness=1.9459540143085643,23,24,2,1,42,21.0,1.9459540143085643,0.13654150177855873,8.330234177003149
7,step=55/60 new_best b1=18335 b2=449991 fitness=1.820565268119669,25,55,31,1,266,8.580645161290322,1.820565268119669,0.1253887461888954,79.68082294095075
