metric,value
best_eval,206
best_eval_fraction,0.6518987341772152
eval_per_sec,0.1650641541072348
evaluation_count,316
improvement_percent,83.13473619404738
max_plateau_evals,159
median_plateau_evals,16.0
new_best_count,4
new_best_rate,0.012658227848101266
p90_plateau_evals,139.4
time_to_best_sec,1134.0099621150293
time_to_first_improvement_sec,68.58750541502377
total_runtime_sec,1914.4072850790108
flag_b1_hits_boundary,True
flag_b2_hits_boundary,False
flag_best_b1_on_boundary,True
flag_best_b2_on_boundary,False
flag_best_ratio_on_boundary,False
flag_late_best,False
flag_low_improvement,False
flag_low_signal,True
flag_plateau_too_long,True
flag_ratio_hits_boundary,False
