event_idx,kind,eval,elapsed_sec,b1,b2,ratio,fitness,successes,is_new_best,message,timestamp_utc
1,step,0,5.784000677522272e-06,,,,,,False,numbers=20 max_curves_per_n=100 repeats_per_n=3 initial_samples=16 iterations=22 candidate_pool=2500 workers=56,2026-04-27T23:31:01.319558+00:00
2,evaluation,1,1.376755086996127,334,8651,25.90119760479042,1100000.401120024,0,False,,2026-04-27T23:31:02.696311+00:00
3,new_best,1,1.3768083089962602,334,8651,25.90119760479042,1100000.401120024,,True,,2026-04-27T23:31:02.696360+00:00
4,evaluation,2,6.12066247400071,13682,304619,22.264215757930128,391684.33960192406,40,False,,2026-04-27T23:31:07.440218+00:00
5,new_best,2,6.120713019001414,13682,304619,22.264215757930128,391684.33960192406,,True,,2026-04-27T23:31:07.440264+00:00
6,evaluation,3,8.417081999999937,4194,19376,4.619933237958989,1013534.0252381491,5,False,,2026-04-27T23:31:09.736638+00:00
7,evaluation,4,9.642714340996463,845,845,1.0,1100000.3549061415,0,False,,2026-04-27T23:31:10.962270+00:00
8,evaluation,5,11.105521723999118,206,20600,100.0,1100000.4345478374,0,False,,2026-04-27T23:31:12.425077+00:00
9,evaluation,6,17.333594684001582,24757,24757,1.0,857568.5131199604,14,False,,2026-04-27T23:31:18.653151+00:00
10,evaluation,7,19.016885427998204,2927,2927,1.0,1083183.8415000977,1,False,,2026-04-27T23:31:20.336442+00:00
11,evaluation,8,20.27186193799571,864,864,1.0,1100000.359365295,0,False,,2026-04-27T23:31:21.591418+00:00
12,evaluation,9,22.024623746001453,501,50100,100.0,1100000.5279508263,0,False,,2026-04-27T23:31:23.344180+00:00
13,evaluation,10,23.435680586997478,386,9479,24.55699481865285,1100000.4050607816,0,False,,2026-04-27T23:31:24.755237+00:00
14,evaluation,11,24.964918345001934,2229,2229,1.0,1100000.4535923712,0,False,,2026-04-27T23:31:26.284474+00:00
15,evaluation,12,28.758713388000615,12864,12864,1.0,977751.1417767796,7,False,,2026-04-27T23:31:30.078270+00:00
16,evaluation,13,30.038905367000552,198,3516,17.757575757575758,1100000.3674976816,0,False,,2026-04-27T23:31:31.358462+00:00
17,evaluation,14,31.520929461999913,157,14965,95.31847133757962,1100000.4316451936,0,False,,2026-04-27T23:31:32.840486+00:00
18,evaluation,15,33.46287557500182,4095,4095,1.0,1100000.5939537908,0,False,,2026-04-27T23:31:34.782432+00:00
19,evaluation,16,35.28113122499781,3549,3549,1.0,1081900.5410899525,1,False,,2026-04-27T23:31:36.600688+00:00
20,step,16,35.281209470995236,,,,,,False,initial_design_completed points=16,2026-04-27T23:31:36.600761+00:00
21,evaluation,17,40.25499354000203,13763,380230,27.626970863910486,433301.15709944465,38,False,,2026-04-27T23:31:41.574550+00:00
22,step,17,40.25506771000073,,,,,,False,iteration=1/22 best_fitness=391684.33960192406,2026-04-27T23:31:41.574619+00:00
23,evaluation,18,44.39944567999919,10745,217184,20.21256398324802,593267.7294903377,29,False,,2026-04-27T23:31:45.719002+00:00
24,step,18,44.39953075399535,,,,,,False,iteration=2/22 best_fitness=391684.33960192406,2026-04-27T23:31:45.719082+00:00
25,evaluation,19,51.338204426996526,24800,515647,20.792217741935485,337984.7110226861,43,False,,2026-04-27T23:31:52.657761+00:00
26,new_best,19,51.338253927999176,24800,515647,20.792217741935485,337984.7110226861,,True,,2026-04-27T23:31:52.657805+00:00
27,step,19,51.73864150999725,,,,,,False,iteration=3/22 best_fitness=337984.7110226861,2026-04-27T23:31:53.058194+00:00
28,evaluation,20,54.46837314599543,2168,216800,100.0,1012850.8150035276,5,False,,2026-04-27T23:31:55.787930+00:00
29,step,20,54.46848941600183,,,,,,False,iteration=4/22 best_fitness=337984.7110226861,2026-04-27T23:31:55.788041+00:00
30,evaluation,21,61.68135143299878,27501,575614,20.930657067015744,370518.03805192915,41,False,,2026-04-27T23:32:03.000907+00:00
31,step,21,61.68143649499689,,,,,,False,iteration=5/22 best_fitness=337984.7110226861,2026-04-27T23:32:03.000988+00:00
32,evaluation,22,65.96642289599549,7637,571080,74.77805420976823,641817.7378892476,26,False,,2026-04-27T23:32:07.285980+00:00
33,step,22,65.96651178799948,,,,,,False,iteration=6/22 best_fitness=337984.7110226861,2026-04-27T23:32:07.286063+00:00
