phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 initial_samples=16 iterations=22 candidate_pool=2500 workers=12,1,0,0,0,,,5.350972060114145e-06
2,initial_design_completed points=16,1,16,16,4,1.0954325876955409,,9.797621770994738
3,iteration=1/22 best_fitness=1.0954325876955409,17,17,1,0,2.6784626819135156,-1.5830300942179747,0.6209198490250856
4,iteration=2/22 best_fitness=1.0954325876955409,18,18,1,0,2.6636338500247803,0.014828831888735294,0.6511398970033042
5,iteration=3/22 best_fitness=1.0954325876955409,19,19,1,0,1.3151794241275638,1.3484544258972164,0.35987030796241015
6,iteration=4/22 best_fitness=1.0954325876955409,20,20,1,0,2.200628327060258,-0.8854489029326942,0.5280921290395781
7,iteration=5/22 best_fitness=1.0954325876955409,21,21,1,0,1.1040344696084503,1.0965938574518077,0.31548506498802453
8,iteration=6/22 best_fitness=1.0954325876955409,22,22,1,0,1.6021126951090991,-0.49807822550064884,0.41053019801620394
9,iteration=7/22 best_fitness=1.0954325876955409,23,23,1,0,2.707758023723727,-1.105645328614628,0.6302090449607931
10,iteration=8/22 best_fitness=1.0954325876955409,24,24,1,0,1.3287583637284115,1.3789996599953156,0.3581868420005776
11,iteration=9/22 best_fitness=1.0954325876955409,25,25,1,0,1.5614902006927878,-0.23273183696437627,0.40389295801287517
12,iteration=10/22 best_fitness=1.0029872813029215,26,26,1,1,1.0029872813029215,0.5585029193898663,0.3008750720182434
13,iteration=11/22 best_fitness=1.0029872813029215,27,27,1,0,1.1527928930881899,-0.1498056117852684,0.34614253498148173
14,iteration=12/22 best_fitness=1.0029872813029215,28,28,1,0,1.032544684567256,0.12024820852093399,0.307652817980852
15,iteration=13/22 best_fitness=0.997089628916001,29,29,1,1,0.997089628916001,0.03545505565125495,0.3000459659961052
16,iteration=14/22 best_fitness=0.997089628916001,30,30,1,0,1.1523393994721118,-0.1552497705561109,0.3302824080456048
17,iteration=15/22 best_fitness=0.997089628916001,31,31,1,0,1.2656351917539723,-0.11329579228186049,0.34365600696764886
18,iteration=16/22 best_fitness=0.997089628916001,32,32,1,0,1.9899388141348027,-0.7243036223808303,0.49536688800435513
19,iteration=17/22 best_fitness=0.9933621470700018,33,33,1,1,0.9933621470700018,0.9965766670648009,0.30008603900205344
20,iteration=18/22 best_fitness=0.9933621470700018,34,34,1,0,0.9997841761505697,-0.0064220290805678815,0.29942038300214335
21,iteration=19/22 best_fitness=0.9933621470700018,35,35,1,0,1.0641931104182731,-0.06440893426770344,0.3196850140229799
22,iteration=20/22 best_fitness=0.9933621470700018,36,36,1,0,1.0805314520839602,-0.01633834166568704,0.3161162819596939
23,iteration=21/22 best_fitness=0.9933621470700018,37,37,1,0,0.993816568137845,0.08671488394611515,0.30150341300759465
24,iteration=22/22 best_fitness=0.9933621470700018,38,38,1,0,1.0166933722794056,-0.02287680414156057,0.3137450360227376
