method,baseline_mean_median,optimized_mean_median,delta_abs
bo,16.205727694765663,2.026010401576059,14.179717293189604
de,15.9869691269123,1.885091158823343,14.101877968088957
ga,17.12656932536629,2.232923368079355,14.893645957286935
pso,16.31710573961027,1.8903001700527966,14.426805569557473
rs,15.986741376604186,2.122798184369458,13.863943192234728
