method,gain_ci_low,gain_ci_high
bo,87.00574999804468,87.63284413959059
de,87.25339225500824,88.32183955411766
ga,86.9622262015303,88.00313192469956
pso,88.19605645582371,88.56010790170315
rs,85.97696645363645,87.18594755280824
