analysis_level,run_count,median_objective,iqr_objective,median_runtime_sec,median_time_to_best_sec,median_evaluation_count,success_share,median_improvement_per_eval,median_improvement_per_sec,median_validation_gain_abs,median_validation_gain_pct
dataset=30_dset_20260409T121414Z,15,0.9297209183278028,0.08413813942752313,70.93119788402691,31.530344257014804,220,0.0,0.00403600039670013,0.013344318154980833,14.179717293189604,87.49818311318135
