new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,0.32931400497909635,4950,16286,3.29010101010101,1.2104921452730195,,,
2,2,0.6446207729750313,4853,35815,7.379971151864826,1.2092307563230862,0.0012613889499333286,0.10420463733358878,0
3,3,0.8638341489713639,1400,2695,1.925,0.772357574198395,0.4368731821246912,36.12818974709951,0
