phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 initial_samples=16 iterations=22 candidate_pool=2500 workers=12,1,0,0,0,,,4.569999873638153e-06
2,initial_design_completed points=16,1,16,16,6,0.6835505339317024,,6.062255752971396
3,iteration=1/22 best_fitness=0.6835505339317024,17,17,1,0,0.8836295922519639,-0.20007905832026152,0.2654502610093914
4,iteration=2/22 best_fitness=0.6835505339317024,18,18,1,0,1.0961160995357204,-0.2124865072837565,0.3298764980281703
5,iteration=3/22 best_fitness=0.6835505339317024,19,19,1,0,1.449466698395554,-0.35335059885983355,0.3795120749855414
6,iteration=4/22 best_fitness=0.6835505339317024,20,20,1,0,0.734592518710997,0.714874179684557,0.23629749496467412
7,iteration=5/22 best_fitness=0.6835505339317024,21,21,1,0,0.7939725206233561,-0.05938000191235915,0.2494747510063462
8,iteration=6/22 best_fitness=0.6835505339317024,22,22,1,0,0.8288237928354647,-0.0348512722121086,0.2513960440410301
9,iteration=7/22 best_fitness=0.6835505339317024,23,23,1,0,1.0879751162225149,-0.25915132338705016,0.31627303996356204
10,iteration=8/22 best_fitness=0.6835505339317024,24,24,1,0,0.7835136079782388,0.3044615082442761,0.2593380600446835
11,iteration=9/22 best_fitness=0.6835505339317024,25,25,1,0,0.7840489719237667,-0.0005353639455278891,0.2478185329819098
12,iteration=10/22 best_fitness=0.6835505339317024,26,26,1,0,0.8433172855875455,-0.05926831366377883,0.260822782991454
13,iteration=11/22 best_fitness=0.6835505339317024,27,27,1,0,0.9169528602506034,-0.07363557466305792,0.27448627701960504
14,iteration=12/22 best_fitness=0.6835505339317024,28,28,1,0,0.9345798040158115,-0.017626943765208125,0.2807252180064097
15,iteration=13/22 best_fitness=0.6835505339317024,29,29,1,0,0.7032708787010051,0.2313089253148064,0.23068288899958134
16,iteration=14/22 best_fitness=0.6835505339317024,30,30,1,0,0.7163153922301717,-0.01304451352916658,0.23989101697225124
17,iteration=15/22 best_fitness=0.6835505339317024,31,31,1,0,0.9298293784377165,-0.2135139862075448,0.2828348309849389
18,iteration=16/22 best_fitness=0.6835505339317024,32,32,1,0,0.7900027656869497,0.1398266127507668,0.2506700500380248
19,iteration=17/22 best_fitness=0.6835505339317024,33,33,1,0,0.7742971492407378,0.015705616446211934,0.25238461897242814
20,iteration=18/22 best_fitness=0.6835505339317024,34,34,1,0,1.4591741565935081,-0.6848770073527704,0.39783395000267774
21,iteration=19/22 best_fitness=0.6835505339317024,35,35,1,0,0.6939398149552289,0.7652343416382792,0.23638961999677122
22,iteration=20/22 best_fitness=0.6719801620056387,36,36,1,1,0.6719801620056387,0.021959652949590236,0.2378774309763685
23,iteration=21/22 best_fitness=0.6581318341486622,37,37,1,1,0.6581318341486622,0.013848327856976539,0.23505086702061817
24,iteration=22/22 best_fitness=0.6581318341486622,38,38,1,0,0.6930520708847325,-0.034920236736070365,0.238669092010241
