phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 swarm_size=18 iterations=12 workers=12,1,0,0,0,,,4.706031177192926e-06
2,init_best fitness=0.917558369168546,1,18,18,1,0.917558369168546,,7.546918623964302
3,iteration=1/12 best_fitness=0.8415549000783358,19,36,18,4,0.8415549000783358,0.07600346909021027,4.954437161039095
4,iteration=2/12 best_fitness=0.7911121055949479,37,54,18,2,0.7911121055949479,0.05044279448338784,4.558052357984707
5,iteration=3/12 best_fitness=0.7265904101077467,55,72,18,2,0.7265904101077467,0.06452169548720121,4.255052433989476
6,iteration=4/12 best_fitness=0.6845656432560645,73,90,18,4,0.6845656432560645,0.042024766851682216,3.8755852510221303
7,iteration=5/12 best_fitness=0.6845656432560645,91,108,18,0,0.6992524078523275,-0.014686764596262947,4.091012676013634
8,iteration=6/12 best_fitness=0.6845656432560645,109,126,18,0,0.6920318924239837,0.007220515428343788,3.9792561149806716
9,iteration=7/12 best_fitness=0.6796287557226606,127,144,18,2,0.6796287557226606,0.012403136701323092,3.7886392090003937
10,iteration=8/12 best_fitness=0.6796287557226606,145,162,18,0,0.7022909649531357,-0.022662209230475128,3.919566342025064
11,iteration=9/12 best_fitness=0.6796287557226606,163,180,18,0,0.7242709633719642,-0.021979998418828472,4.076410516980104
12,iteration=10/12 best_fitness=0.6796287557226606,181,198,18,0,0.7201476820046082,0.004123281367355958,4.097670215996914
13,iteration=11/12 best_fitness=0.6796287557226606,199,216,18,0,0.7050687627634034,0.015078919241204858,3.9326049580122344
14,iteration=12/12 best_fitness=0.6796287557226606,217,234,18,0,0.6981001169478986,0.006968645815504715,3.9957074350095354
