new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,6,7.546842725016177,1212,24240,20.0,0.917558369168546,,,
2,23,8.874540500051808,1000,20000,20.0,0.9077576679410413,0.00980070122750476,1.0681283672869504,16
3,28,10.450939437025227,1000,15981,15.981,0.8580175292445347,0.04974013869650662,5.479451229459318,4
4,29,10.683478641032707,1000,4337,4.337,0.8420864712970797,0.015931057947454974,1.8567287269156278,0
5,30,10.917638027050998,1371,8397,6.12472647702407,0.8415549000783358,0.0005315712187439203,0.06312549089229903,0
6,37,12.725116092013195,1000,7941,7.941,0.7961910344893113,0.0453638655890245,5.390482021410822,6
7,52,16.59557471401058,1000,1324,1.324,0.7911121055949479,0.005078928894363344,0.6379033013880951,14
8,57,17.745679997024126,1000,1000,1.0,0.7568428912491072,0.03426921434584074,4.3317772668980865,4
9,70,20.86093978502322,1000,1000,1.0,0.7265904101077467,0.030252481141360477,3.9971943307059723,12
10,79,22.839252244040836,1000,1000,1.0,0.6975542475120164,0.029036162595730275,3.9962215564370682,8
11,81,23.254597305029165,1000,1000,1.0,0.6930090527457651,0.00454519476625137,0.6515901497930557,1
12,82,23.457480748009402,1000,1000,1.0,0.6851376975828316,0.007871355162933469,1.1358228484529087,0
13,83,23.66293484403286,1000,1000,1.0,0.6845656432560645,0.0005720543267671019,0.08349479656210886,0
14,128,33.673971015028656,1000,1000,1.0,0.6845063779619522,5.926529411226511e-05,0.008657357361724433,44
15,131,34.287655184045434,1000,1000,1.0,0.6796287557226606,0.004877622239291668,0.7125751338963837,2
