phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=80 max_curves_per_n=260 repeats_per_n=8 popsize=10 maxiter=28 workers=56,1,0,0,0,0,,,,1.4659999578725547e-05
2,generation=1/28 best_fitness=29556.780896991924,1,40,40,3,13448,336.2,29556.780896991924,,2136.300236375995
3,generation=2/28 best_fitness=27691.86780281337,41,60,20,2,10944,547.2,27691.86780281337,1864.9130941785552,957.1227741010007
4,generation=3/28 best_fitness=25116.93226222567,61,80,20,2,11538,576.9,25116.93226222567,2574.9355405876995,1087.4829801300002
5,generation=4/28 best_fitness=25116.93226222567,81,100,20,0,11250,562.5,26655.9107180868,-1538.9784558611318,1030.4002973509996
6,generation=5/28 best_fitness=25116.93226222567,101,120,20,0,12535,626.75,26317.01263624936,338.89808183744026,901.5800121889988
7,generation=6/28 best_fitness=25116.93226222567,121,140,20,0,12427,621.35,26495.635306102155,-178.62266985279348,897.4383700180042
8,generation=7/28 best_fitness=25116.93226222567,141,160,20,0,11662,583.1,26419.572536220792,76.06276988136233,1036.5156192919967
9,generation=8/28 best_fitness=25116.93226222567,161,180,20,0,12368,618.4,26171.42315034417,248.14938587662255,894.591390485999
10,generation=9/28 best_fitness=25116.93226222567,181,200,20,0,12472,623.6,26105.797488345943,65.62566199822686,912.8856240360037
11,generation=10/28 best_fitness=25116.93226222567,201,220,20,0,12679,633.95,25623.60858620236,482.1889021435818,829.4795550130002
12,generation=11/28 best_fitness=25116.93226222567,221,240,20,0,12700,635.0,25745.345808159014,-121.73722195665323,844.6715095740001
13,generation=12/28 best_fitness=25116.93226222567,241,260,20,0,12675,633.75,26071.021689124937,-325.67588096592226,842.07947307
14,generation=13/28 best_fitness=25116.93226222567,261,280,20,0,12681,634.05,25823.2683522654,247.75333685953592,870.3151880549995
15,generation=14/28 best_fitness=25116.93226222567,281,300,20,0,12130,606.5,25120.01994145815,703.2484108072495,926.9915982570019
16,generation=15/28 best_fitness=24693.095349289073,301,320,20,1,12732,636.6,24693.095349289073,426.9245921690781,849.8818589469956
17,generation=16/28 best_fitness=24693.095349289073,321,340,20,0,12714,635.7,25252.304343437867,-559.2089941487939,865.7840838090051
18,generation=17/28 best_fitness=24693.095349289073,341,360,20,0,12746,637.3,25776.135138886235,-523.830795448368,840.4060032969937
19,generation=18/28 best_fitness=24693.095349289073,361,380,20,0,12733,636.65,26324.929877474642,-548.7947385884072,847.6274061540025
20,generation=19/28 best_fitness=24693.095349289073,381,400,20,0,12435,621.75,25681.623311661515,643.3065658131272,877.1622435519967
21,generation=20/28 best_fitness=24693.095349289073,401,420,20,0,12597,629.85,26292.40079869666,-610.7774870351459,922.7551835510021
22,generation=21/28 best_fitness=24693.095349289073,421,440,20,0,12220,611.0,25290.10959233677,1002.2912063598924,948.4425078460044
23,generation=22/28 best_fitness=24544.070942027396,441,460,20,1,12736,636.8,24544.070942027396,746.0386503093723,851.2480573180001
24,generation=23/28 best_fitness=24544.070942027396,461,480,20,0,12714,635.7,26357.833982518612,-1813.763040491216,884.6383921399974
25,generation=24/28 best_fitness=24544.070942027396,481,500,20,0,11554,577.7,25506.80438283173,851.0295996868808,1052.1541091180043
26,generation=25/28 best_fitness=24544.070942027396,501,520,20,0,12471,623.55,25490.88281174496,15.921571086772019,901.7704141329887
27,generation=26/28 best_fitness=24544.070942027396,521,540,20,0,12076,603.8,26626.66981855308,-1135.787006808121,1045.035736787002
28,generation=27/28 best_fitness=24544.070942027396,541,560,20,0,12087,604.35,25877.049181733153,749.6206368199273,1059.512758361001
29,generation=28/28 best_fitness=24544.070942027396,561,580,20,0,12166,608.3,26565.01019403872,-687.9610123055681,1012.2214849419979
