metric,value
best_eval,58
best_eval_fraction,0.9666666666666667
eval_per_sec,0.37792493482163203
evaluation_count,60
improvement_percent,79.10866529509019
max_plateau_evals,33
median_plateau_evals,1.5
new_best_count,7
new_best_rate,0.11666666666666667
p90_plateau_evals,19.699999999999996
time_to_best_sec,153.07542430295143
time_to_first_improvement_sec,2.217649112979416
total_runtime_sec,158.76168643997516
flag_b1_hits_boundary,False
flag_b2_hits_boundary,False
flag_best_b1_on_boundary,True
flag_best_b2_on_boundary,False
flag_best_ratio_on_boundary,False
flag_late_best,True
flag_low_improvement,False
flag_low_signal,False
flag_plateau_too_long,True
flag_ratio_hits_boundary,True
