phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 initial_samples=16 iterations=22 candidate_pool=2500 workers=12,1,0,0,0,,,5.123030859977007e-06
2,initial_design_completed points=16,1,16,16,6,0.897601867938647,,8.078982083010487
3,iteration=1/22 best_fitness=0.897601867938647,17,17,1,0,1.143751813826384,-0.24614994588773698,0.31510402698768303
4,iteration=2/22 best_fitness=0.897601867938647,18,18,1,0,1.3048993721604347,-0.1611475583340507,0.371630223991815
5,iteration=3/22 best_fitness=0.897601867938647,19,19,1,0,2.039408676268067,-0.7345093041076325,0.49516897898865864
6,iteration=4/22 best_fitness=0.897601867938647,20,20,1,0,0.9280751558253542,1.111333520442713,0.28152709000278264
7,iteration=5/22 best_fitness=0.897601867938647,21,21,1,0,0.936251802748302,-0.008176646922947839,0.28011964599136263
8,iteration=6/22 best_fitness=0.897601867938647,22,22,1,0,0.9487461436365265,-0.012494340888224542,0.282155690016225
9,iteration=7/22 best_fitness=0.897601867938647,23,23,1,0,1.2048115309735294,-0.2560653873370029,0.32970400201156735
10,iteration=8/22 best_fitness=0.897601867938647,24,24,1,0,1.1283577035937924,0.07645382737973705,0.32063572196057066
11,iteration=9/22 best_fitness=0.897601867938647,25,25,1,0,1.5863224449276458,-0.45796474133385345,0.4051332470262423
12,iteration=10/22 best_fitness=0.897601867938647,26,26,1,0,1.1754746432998218,0.4108478016278241,0.32044431200483814
13,iteration=11/22 best_fitness=0.897601867938647,27,27,1,0,1.3633398247184232,-0.18786518141860142,0.36568661796627566
14,iteration=12/22 best_fitness=0.897601867938647,28,28,1,0,1.1414029960578773,0.22193682866054587,0.3251213619951159
15,iteration=13/22 best_fitness=0.897601867938647,29,29,1,0,2.2972313085047062,-1.155828312446829,0.5504389080451801
16,iteration=14/22 best_fitness=0.897601867938647,30,30,1,0,1.096444621187402,1.2007866873173043,0.31829294498311356
17,iteration=15/22 best_fitness=0.8387935695645865,31,31,1,1,0.8387935695645865,0.25765105162281543,0.2646322110085748
18,iteration=16/22 best_fitness=0.8387935695645865,32,32,1,0,0.9300973839708604,-0.09130381440627389,0.28619666100712493
19,iteration=17/22 best_fitness=0.8387935695645865,33,33,1,0,0.8543695882253814,0.07572779574547894,0.26762098097242415
20,iteration=18/22 best_fitness=0.8387935695645865,34,34,1,0,0.9560793680429924,-0.10170977981761098,0.29669631499564275
21,iteration=19/22 best_fitness=0.8387935695645865,35,35,1,0,0.8744844043685589,0.08159496367443353,0.2761707510217093
22,iteration=20/22 best_fitness=0.8387935695645865,36,36,1,0,1.0067365844151936,-0.13225218004663475,0.29828668100526556
23,iteration=21/22 best_fitness=0.8387935695645865,37,37,1,0,0.9293083550001029,0.07742822941509075,0.2878385609947145
24,iteration=22/22 best_fitness=0.8387935695645865,38,38,1,0,1.4313502110308036,-0.5020418560307007,0.3841196650173515
