new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,5,11.25116673100274,3136,4124,1.3150510204081634,0.882015108683845,,,
2,23,12.584444843989331,3000,3000,1.0,0.8710417295515072,0.010973379132337868,1.2441259820041513,17
3,32,16.80270651500905,3000,3000,1.0,0.8663324888038915,0.004709240747615695,0.5406446772694171,8
4,155,48.669743298960384,3000,3000,1.0,0.8522723797650542,0.014060109038837254,1.622946065228311,122
5,156,48.904873361985665,3000,3000,1.0,0.8485035785997752,0.003768801165279001,0.4422061836989186,0
6,157,49.13471579598263,3035,3035,1.0,0.8453434691182338,0.00316010948154144,0.37243325322874216,0
7,159,49.60220505500911,3000,3000,1.0,0.8265336291806307,0.0188098399376031,2.225112114159158,1
8,166,51.229458893008996,3000,3000,1.0,0.8189441967988387,0.007589432381791994,0.918224269872194,6
9,168,51.686209373991005,3000,3000,1.0,0.8040779241127893,0.014866272686049342,1.8152973968385075,1
10,183,55.15169679396786,3000,3000,1.0,0.8016144550929312,0.0024634690198581666,0.3063719256533913,14
11,200,59.09317990299314,3000,3000,1.0,0.7994026080123149,0.0022118470806162804,0.27592405133960074,16
12,203,59.778807592985686,3000,3000,1.0,0.7963599655195139,0.003042642492800951,0.38061453168965376,2
