phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=80 max_curves_per_n=260 repeats_per_n=8 swarm_size=18 iterations=13 workers=56,1,0,0,0,0,,,,8.617003913968801e-06
2,init_best fitness=28639.770529623856,1,18,18,1,4463,247.94444444444446,28639.770529623856,,1056.8719868929766
3,iteration=1/13 best_fitness=27793.567144279223,19,36,18,2,8629,479.3888888888889,27793.567144279223,846.2033853446337,1092.6807069310162
4,iteration=2/13 best_fitness=26510.853206998345,37,54,18,1,11179,621.0555555555555,26510.853206998345,1282.7139372808779,1016.8651829930022
5,iteration=3/13 best_fitness=25886.40240140694,55,72,18,1,11439,635.5,25886.40240140694,624.4508055914048,933.1556498989812
6,iteration=4/13 best_fitness=25886.40240140694,73,90,18,0,11479,637.7222222222222,26699.566452817562,-813.164051410622,880.4060547820118
7,iteration=5/13 best_fitness=25886.40240140694,91,108,18,0,11426,634.7777777777778,25942.52269055365,757.043762263911,812.5249002079945
8,iteration=6/13 best_fitness=25487.39666341915,109,126,18,2,11366,631.4444444444445,25487.39666341915,455.1260271345018,798.8096071750042
9,iteration=7/13 best_fitness=25428.19461760102,127,144,18,1,11335,629.7222222222222,25428.19461760102,59.20204581812868,774.5362956250028
10,iteration=8/13 best_fitness=25428.19461760102,145,162,18,0,11399,633.2777777777778,25801.64683157993,-373.4522139789078,780.1965262189915
11,iteration=9/13 best_fitness=25409.16523856791,163,180,18,1,11474,637.4444444444445,25409.16523856791,392.4815930120167,808.3120482749946
12,iteration=10/13 best_fitness=25409.16523856791,181,198,18,0,11491,638.3888888888889,25964.932055656027,-555.7668170881152,781.5799419020186
13,iteration=11/13 best_fitness=24716.452219673156,199,216,18,1,11467,637.0555555555555,24716.452219673156,1248.479835982871,761.4423013429914
14,iteration=12/13 best_fitness=24716.452219673156,217,234,18,0,11355,630.8333333333334,26213.237947015623,-1496.785727342467,781.4120079640124
15,iteration=13/13 best_fitness=24716.452219673156,235,252,18,0,11341,630.0555555555555,26444.36962370919,-231.131676693567,781.9638801559922
