phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 initial_samples=16 iterations=22 candidate_pool=2500 workers=12,1,0,0,0,,,5.17797889187932e-06
2,initial_design_completed points=16,1,16,16,4,0.700539142388152,,5.930565971008036
3,iteration=1/22 best_fitness=0.700539142388152,17,17,1,0,1.1170806567679392,-0.41654151437978726,0.32569474301999435
4,iteration=2/22 best_fitness=0.700539142388152,18,18,1,0,1.3217365953314584,-0.20465593856351916,0.3734615140128881
5,iteration=3/22 best_fitness=0.6554883689095732,19,19,1,1,0.6554883689095732,0.6662482264218852,0.22822621895466
6,iteration=4/22 best_fitness=0.6554883689095732,20,20,1,0,0.7347884182527196,-0.07930004934314638,0.23324466904159635
7,iteration=5/22 best_fitness=0.6554883689095732,21,21,1,0,1.2053992985165678,-0.47061088026384823,0.32788775698281825
8,iteration=6/22 best_fitness=0.6554883689095732,22,22,1,0,0.9431163617991842,0.26228293671738356,0.27873126801569015
9,iteration=7/22 best_fitness=0.6554883689095732,23,23,1,0,0.6574832963815425,0.2856330654176418,0.22721325495513156
10,iteration=8/22 best_fitness=0.6554883689095732,24,24,1,0,0.7804788665962406,-0.12299557021469809,0.24359556403942406
11,iteration=9/22 best_fitness=0.6554883689095732,25,25,1,0,1.5489772254950367,-0.7684983588987961,0.40092379500856623
12,iteration=10/22 best_fitness=0.6554883689095732,26,26,1,0,0.7084916153398808,0.8404856101551559,0.23472710198257118
13,iteration=11/22 best_fitness=0.6554883689095732,27,27,1,0,0.7226434824406169,-0.014151867100736126,0.23926627996843308
14,iteration=12/22 best_fitness=0.6554883689095732,28,28,1,0,0.9987947927147616,-0.27615131027414463,0.30005061003612354
15,iteration=13/22 best_fitness=0.6495790912304074,29,29,1,1,0.6495790912304074,0.3492157014843542,0.22763257898623124
16,iteration=14/22 best_fitness=0.6495790912304074,30,30,1,0,0.6854249001771677,-0.03584580894676037,0.23126334202243015
17,iteration=15/22 best_fitness=0.6495790912304074,31,31,1,0,0.7311489190033171,-0.045724018826149404,0.2515961159951985
18,iteration=16/22 best_fitness=0.6495790912304074,32,32,1,0,0.6778129389858805,0.05333598001743667,0.23679466597968712
19,iteration=17/22 best_fitness=0.6495790912304074,33,33,1,0,0.6814331376808695,-0.003620198694989085,0.23436575900996104
20,iteration=18/22 best_fitness=0.6495790912304074,34,34,1,0,0.7549178772605956,-0.07348473957972601,0.24772446101997048
21,iteration=19/22 best_fitness=0.6495790912304074,35,35,1,0,0.7234280959819444,0.03148978127865121,0.2448032379616052
22,iteration=20/22 best_fitness=0.6495790912304074,36,36,1,0,0.6696460678940639,0.05378202808788046,0.23982960503781214
23,iteration=21/22 best_fitness=0.6495790912304074,37,37,1,0,0.6584380253916606,0.01120804250240326,0.23019357898738235
24,iteration=22/22 best_fitness=0.6495790912304074,38,38,1,0,0.6565922832523938,0.0018457421392668039,0.2436672449694015
