event_idx,kind,eval,elapsed_sec,b1,b2,ratio,fitness,successes,is_new_best,message,timestamp_utc
1,evaluation,1,49.74706414100365,4359,24470,5.613672860747878,180740.47703782195,148,False,,2026-05-05T21:48:04.106723+00:00
2,new_best,1,49.750353002993506,4359,24470,5.613672860747878,180740.47703782195,,True,,2026-05-05T21:48:04.110006+00:00
3,step,1,49.753157528000884,,,,,,False,step=1/160 new_best b1=4360 b2=24470 fitness=180740.47703782195,2026-05-05T21:48:04.112811+00:00
4,evaluation,2,97.80818269999872,4245,71067,16.741342756183744,159707.5327948553,208,False,,2026-05-05T21:48:52.167841+00:00
5,new_best,2,97.8111825990054,4245,71067,16.741342756183744,159707.5327948553,,True,,2026-05-05T21:48:52.170837+00:00
6,step,2,97.81389520000084,,,,,,False,step=2/160 new_best b1=4245 b2=71068 fitness=159707.5327948553,2026-05-05T21:48:52.173550+00:00
7,evaluation,3,153.75277241499862,788,9983,12.668781725888325,231732.82317097887,6,False,,2026-05-05T21:49:48.112430+00:00
8,evaluation,4,198.6852384389931,4807,498637,103.731433326399,104928.88429280405,370,False,,2026-05-05T21:50:33.044897+00:00
9,new_best,4,198.68848033399263,4807,498637,103.731433326399,104928.88429280405,,True,,2026-05-05T21:50:33.048133+00:00
10,step,4,198.6912254380004,,,,,,False,step=4/160 new_best b1=4807 b2=498638 fitness=104928.88429280405,2026-05-05T21:50:33.050880+00:00
11,evaluation,5,283.91084684900125,31682,37470,1.1826904867116974,117462.05349519884,401,False,,2026-05-05T21:51:58.270505+00:00
12,evaluation,6,337.9472335259925,658,342616,520.693009118541,224910.40539491738,21,False,,2026-05-05T21:52:52.306891+00:00
13,evaluation,7,388.4214593170036,3240,455489,140.58302469135802,133982.56243131176,286,False,,2026-05-05T21:53:42.781118+00:00
14,evaluation,8,436.9701770399988,2767,196930,71.17094325984822,166514.59941814933,188,False,,2026-05-05T21:54:31.329836+00:00
15,evaluation,9,476.71416933600267,38193,1015899,26.59908883826879,28959.564504442307,635,False,,2026-05-05T21:55:11.073827+00:00
16,new_best,9,476.7353076800064,38193,1015899,26.59908883826879,28959.564504442307,,True,,2026-05-05T21:55:11.094961+00:00
17,step,9,476.73885486999643,,,,,,False,step=9/160 new_best b1=38194 b2=1015900 fitness=28959.564504442307,2026-05-05T21:55:11.098508+00:00
18,evaluation,10,528.4417134870018,1882,271756,144.39744952178535,181705.39713072265,148,False,,2026-05-05T21:56:02.801371+00:00
19,evaluation,11,579.1879203709977,1739,74784,43.00402530189764,200721.87081636355,89,False,,2026-05-05T21:56:53.547578+00:00
20,evaluation,12,630.6878894959955,13537,59442,4.3910763093743075,98632.23996643513,396,False,,2026-05-05T21:57:45.047547+00:00
21,evaluation,13,683.0448522229999,5371,6043,1.1251163656674734,213647.74575343833,54,False,,2026-05-05T21:58:37.404509+00:00
22,evaluation,14,747.747916110995,5253,2835747,539.8338092518561,74220.9768179461,496,False,,2026-05-05T21:59:42.107574+00:00
23,evaluation,15,801.1141468029964,1784,29958,16.792600896860986,213818.55881622803,55,False,,2026-05-05T22:00:35.473805+00:00
24,evaluation,16,861.8741367979965,4028,1283981,318.7639026812314,98384.23266292008,414,False,,2026-05-05T22:01:36.233795+00:00
25,evaluation,17,902.3439770010009,34132,1423028,41.69190202742295,28682.700918558403,633,False,,2026-05-05T22:02:16.703635+00:00
26,new_best,17,902.3474140920007,34132,1423028,41.69190202742295,28682.700918558403,,True,,2026-05-05T22:02:16.707067+00:00
27,step,17,902.3501691870042,,,,,,False,step=17/160 new_best b1=34133 b2=1423029 fitness=28682.700918558403,2026-05-05T22:02:16.709822+00:00
28,evaluation,18,944.6453271899954,32894,606266,18.43089925214325,30666.550471746043,621,False,,2026-05-05T22:02:59.004986+00:00
29,evaluation,19,991.9307190120016,7020,30582,4.356410256410256,154422.87429534373,219,False,,2026-05-05T22:03:46.290377+00:00
30,evaluation,20,1042.4827880869998,8547,2328304,272.4118404118404,36542.29738146234,580,False,,2026-05-05T22:04:36.842445+00:00
31,evaluation,21,1096.4263505599956,975,21605,22.15897435897436,228450.83896482436,12,False,,2026-05-05T22:05:30.786009+00:00
