phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 swarm_size=18 iterations=12 workers=12,1,0,0,0,,,5.334964953362942e-06
2,init_best fitness=0.7566694260458462,1,18,18,1,0.7566694260458462,,6.0850897780037485
3,iteration=1/12 best_fitness=0.6074524770083372,19,36,18,4,0.6074524770083372,0.14921694903750904,3.8867377680144273
4,iteration=2/12 best_fitness=0.5813984453270677,37,54,18,2,0.5813984453270677,0.026054031681269407,3.45845424401341
5,iteration=3/12 best_fitness=0.5799729408754501,55,72,18,1,0.5799729408754501,0.0014255044516175985,3.3107165839755908
6,iteration=4/12 best_fitness=0.5799729408754501,73,90,18,0,0.5825370695092715,-0.002564128633821383,3.3063546160119586
7,iteration=5/12 best_fitness=0.5799729408754501,91,108,18,0,0.5852840696461499,-0.0027470001368783414,3.3215635559754446
8,iteration=6/12 best_fitness=0.5799729408754501,109,126,18,0,0.5809045404021163,0.00437952924403362,3.2922795400372706
9,iteration=7/12 best_fitness=0.5796172401460353,127,144,18,1,0.5796172401460353,0.0012873002560809255,3.314784015994519
10,iteration=8/12 best_fitness=0.5796172401460353,145,162,18,0,0.5888129112136085,-0.00919567106757313,3.288696905015968
11,iteration=9/12 best_fitness=0.5796172401460353,163,180,18,0,0.5832172613008879,0.005595649912720546,3.309323188965209
12,iteration=10/12 best_fitness=0.5796172401460353,181,198,18,0,0.585890938033117,-0.002673676732229069,3.3105894930195063
13,iteration=11/12 best_fitness=0.5796172401460353,199,216,18,0,0.5818615875323303,0.004029350500786677,3.268615339999087
14,iteration=12/12 best_fitness=0.5756325463589747,217,234,18,1,0.5756325463589747,0.006229041173355654,3.275954134995118
