phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 max_curves_per_n=100 repeats_per_n=3 popsize=10 maxiter=10 workers=56,1,0,0,0,0,,,,7.840106263756752e-06
2,generation=1/10 best_fitness=349403.8491820257,1,40,40,3,332,8.3,349403.8491820257,,109.32388777495362
3,generation=2/10 best_fitness=335239.1552815229,41,60,20,1,215,10.75,335239.1552815229,14164.69390050281,54.35148821794428
4,generation=3/10 best_fitness=200847.25334993954,61,80,20,1,274,13.7,200847.25334993954,134391.90193158336,65.01684602501336
5,generation=4/10 best_fitness=200847.25334993954,81,100,20,0,285,14.25,213659.70334887345,-12812.44999893391,59.433156936080195
6,generation=5/10 best_fitness=149686.9810065425,101,120,20,1,265,13.25,149686.9810065425,63972.72234233093,64.91141593200155
7,generation=6/10 best_fitness=149686.9810065425,121,140,20,0,377,18.85,233357.39743686438,-83670.41643032187,75.30508990597446
8,generation=7/10 best_fitness=82354.23146347514,141,160,20,2,508,25.4,82354.23146347514,151003.16597338923,85.55835279403254
9,generation=8/10 best_fitness=48718.32931066086,161,180,20,1,326,16.3,48718.32931066086,33635.90215281428,70.8202247750014
10,generation=9/10 best_fitness=48718.32931066086,181,200,20,0,526,26.3,65215.58537744301,-16497.256066782145,100.76858521590475
11,generation=10/10 best_fitness=15734.194379945595,201,220,20,1,640,32.0,15734.194379945595,49481.39099749741,104.09433807607275
