phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=80 max_curves_per_n=260 repeats_per_n=8 initial_samples=16 iterations=56 candidate_pool=2500 workers=56,1,0,0,0,0,,,,8.185001206584275e-06
2,initial_design_completed points=16,1,16,16,3,4821,301.3125,26996.880481863376,,1481.3437359679992
3,iteration=1/56 best_fitness=26996.880481863376,17,17,1,0,636,636.0,27497.714734890797,-500.83425302742035,40.7111459000007
4,iteration=2/56 best_fitness=26996.880481863376,18,18,1,0,631,631.0,29922.109167293725,-2424.394432402929,41.49186557199937
5,iteration=3/56 best_fitness=26996.880481863376,19,19,1,0,591,591.0,33629.18710149969,-3707.0779342059614,46.0400689579983
6,iteration=4/56 best_fitness=26996.880481863376,20,20,1,0,640,640.0,52594.011566952206,-18964.82446545252,97.69680197200069
7,iteration=5/56 best_fitness=26996.880481863376,21,21,1,0,482,482.0,66468.45049393452,-13874.438926982315,46.12428587999966
8,iteration=6/56 best_fitness=26996.880481863376,22,22,1,0,640,640.0,46067.91051958305,20400.53997435147,71.59963989600146
9,iteration=7/56 best_fitness=26996.880481863376,23,23,1,0,606,606.0,46783.32401726957,-715.4134976865244,71.2819848500003
10,iteration=8/56 best_fitness=26996.880481863376,24,24,1,0,640,640.0,140457.5475964849,-93674.22357921532,222.4115975200002
11,iteration=9/56 best_fitness=26996.880481863376,25,25,1,0,529,529.0,69789.54264858835,70668.00494789654,77.00964898799793
12,iteration=10/56 best_fitness=26996.880481863376,26,26,1,0,640,640.0,31658.123364446998,38131.41928414135,49.00715594899884
13,iteration=11/56 best_fitness=26996.880481863376,27,27,1,0,639,639.0,57000.67036336565,-25342.546998918653,91.14767351900082
14,iteration=12/56 best_fitness=26996.880481863376,28,28,1,0,640,640.0,35545.832796690025,21454.837566675626,60.61956537399965
15,iteration=13/56 best_fitness=26996.880481863376,29,29,1,0,617,617.0,50114.28861389057,-14568.455817200542,87.5704998120018
16,iteration=14/56 best_fitness=26996.880481863376,30,30,1,0,640,640.0,46976.92750918722,3137.3611047033482,87.67496145599944
17,iteration=15/56 best_fitness=26996.880481863376,31,31,1,0,593,593.0,50379.76676908317,-3402.8392598959545,73.30697613699886
18,iteration=16/56 best_fitness=26996.880481863376,32,32,1,0,459,459.0,103430.07782366304,-53050.31105457987,89.52362868600176
19,iteration=17/56 best_fitness=26996.880481863376,33,33,1,0,445,445.0,85527.8456231824,17902.23220048065,59.109469576000265
20,iteration=18/56 best_fitness=26996.880481863376,34,34,1,0,639,639.0,73884.08776577795,11643.757857404446,116.97609791099967
21,iteration=19/56 best_fitness=26996.880481863376,35,35,1,0,640,640.0,66302.95788142065,7581.129884357302,107.94476218999989
22,iteration=20/56 best_fitness=26996.880481863376,36,36,1,0,640,640.0,58658.72449233213,7644.23338908852,89.6086677509993
23,iteration=21/56 best_fitness=26996.880481863376,37,37,1,0,612,612.0,32479.846457846183,26178.878034485944,45.533830502001365
24,iteration=22/56 best_fitness=26996.880481863376,38,38,1,0,342,342.0,114905.1647407727,-82425.31828292651,50.270979638000426
25,iteration=23/56 best_fitness=26996.880481863376,39,39,1,0,621,621.0,29606.473801625136,85298.69093914756,39.493054092999955
26,iteration=24/56 best_fitness=26996.880481863376,40,40,1,0,596,596.0,29955.517884633096,-349.0440830079606,43.56922653199945
27,iteration=25/56 best_fitness=26996.880481863376,41,41,1,0,576,576.0,31367.89486847865,-1412.3769838455519,43.61827289299981
28,iteration=26/56 best_fitness=26996.880481863376,42,42,1,0,447,447.0,75327.20416108966,-43959.30929261101,42.0041750700002
29,iteration=27/56 best_fitness=26996.880481863376,43,43,1,0,532,532.0,46744.92193607112,28582.282225018535,43.56117633000031
30,iteration=28/56 best_fitness=26996.880481863376,44,44,1,0,639,639.0,128897.17431517228,-82152.25237910115,192.51552472299954
31,iteration=29/56 best_fitness=26996.880481863376,45,45,1,0,583,583.0,35802.298044932184,93094.87627024009,55.044521006999275
32,iteration=30/56 best_fitness=26996.880481863376,46,46,1,0,350,350.0,132485.33626864583,-96683.03822371364,83.42079151899816
33,iteration=31/56 best_fitness=26996.880481863376,47,47,1,0,598,598.0,32316.05557420082,100169.28069444501,45.97073374899992
34,iteration=32/56 best_fitness=26996.880481863376,48,48,1,0,549,549.0,41464.789181637185,-9148.733607436367,42.73166437900363
35,iteration=33/56 best_fitness=26996.880481863376,49,49,1,0,537,537.0,72360.6424156657,-30895.853234028516,94.87883617299667
36,iteration=34/56 best_fitness=26996.880481863376,50,50,1,0,638,638.0,32092.065292639025,40268.57712302668,48.496423005002725
37,iteration=35/56 best_fitness=26996.880481863376,51,51,1,0,559,559.0,41884.77895700296,-9792.713664363939,50.3234678459994
38,iteration=36/56 best_fitness=26996.880481863376,52,52,1,0,634,634.0,32703.234255173,9181.544701829964,48.95729471699815
39,iteration=37/56 best_fitness=26996.880481863376,53,53,1,0,519,519.0,61458.94619310263,-28755.71193792963,58.67685573900235
40,iteration=38/56 best_fitness=26996.880481863376,54,54,1,0,638,638.0,37905.83945746511,23553.10673563752,62.236988173997815
41,iteration=39/56 best_fitness=26996.880481863376,55,55,1,0,611,611.0,46826.626395293686,-8920.786937828576,69.68966889399962
42,iteration=40/56 best_fitness=26996.880481863376,56,56,1,0,541,541.0,43404.46105555865,3422.1653397350383,41.5884457170032
43,iteration=41/56 best_fitness=26996.880481863376,57,57,1,0,609,609.0,60997.794164488296,-17593.333108929648,99.14109759299754
44,iteration=42/56 best_fitness=26996.880481863376,58,58,1,0,640,640.0,77961.04082762693,-16963.246663138634,125.78615869200075
45,iteration=43/56 best_fitness=26996.880481863376,59,59,1,0,640,640.0,31060.16340436101,46900.87742326592,57.812069963001704
46,iteration=44/56 best_fitness=26996.880481863376,60,60,1,0,639,639.0,30816.947100360503,243.21630400050708,49.39262760099882
47,iteration=45/56 best_fitness=26996.880481863376,61,61,1,0,573,573.0,32652.662130783843,-1835.71503042334,44.38602864399945
48,iteration=46/56 best_fitness=26996.880481863376,62,62,1,0,640,640.0,33620.19962393319,-967.5374931493498,52.18738155900064
49,iteration=47/56 best_fitness=26996.880481863376,63,63,1,0,632,632.0,36445.437388900435,-2825.2377649672417,52.201267699998425
50,iteration=48/56 best_fitness=26996.880481863376,64,64,1,0,640,640.0,38044.90315176356,-1599.4657628631248,61.213260283002455
51,iteration=49/56 best_fitness=26996.880481863376,65,65,1,0,640,640.0,67920.56381785353,-29875.66066608997,104.19876913199914
52,iteration=50/56 best_fitness=26996.880481863376,66,66,1,0,551,551.0,44242.93838534914,23677.625432504392,47.572653106999496
53,iteration=51/56 best_fitness=26996.880481863376,67,67,1,0,587,587.0,31722.40292981571,12520.535455533427,44.54849137600104
54,iteration=52/56 best_fitness=26996.880481863376,68,68,1,0,570,570.0,36859.55901234667,-5137.156082530957,44.856049198999244
55,iteration=53/56 best_fitness=26996.880481863376,69,69,1,0,612,612.0,39977.43714816244,-3117.878135815772,60.127334038999834
56,iteration=54/56 best_fitness=26996.880481863376,70,70,1,0,352,352.0,107411.62024854592,-67434.18310038348,43.747348223998415
