event_idx,kind,eval,elapsed_sec,b1,b2,ratio,fitness,successes,is_new_best,message,timestamp_utc
1,step,0,8.185001206584275e-06,,,,,,False,numbers=80 max_curves_per_n=260 repeats_per_n=8 initial_samples=16 iterations=56 candidate_pool=2500 workers=56,2026-05-18T23:38:21.934146+00:00
2,evaluation,1,59.12250811699778,702,702000,1000.0,222996.81382579717,36,False,,2026-05-18T23:39:21.056650+00:00
3,new_best,1,59.13043944200035,702,702000,1000.0,222996.81382579717,,True,,2026-05-18T23:39:21.064579+00:00
4,evaluation,2,142.19408351499806,281486,48788736,173.32562187817513,47560.63163043721,640,False,,2026-05-18T23:40:44.128225+00:00
5,new_best,2,142.20628065200071,281486,48788736,173.32562187817513,47560.63163043721,,True,,2026-05-18T23:40:44.140420+00:00
6,evaluation,3,184.1340788489979,41720,2639911,63.27686960690316,26996.880481863376,638,False,,2026-05-18T23:41:26.068219+00:00
7,new_best,3,184.15022699199835,41720,2639911,63.27686960690316,26996.880481863376,,True,,2026-05-18T23:41:26.084366+00:00
8,evaluation,4,233.4951672069983,3138,23327,7.433715742511153,197727.65902541697,97,False,,2026-05-18T23:42:15.429308+00:00
9,evaluation,5,285.56921335600055,322,322000,1000.0,229800.8215343486,2,False,,2026-05-18T23:43:07.503354+00:00
10,evaluation,6,679.4507108709986,733319,733319,1.0,224972.0784126393,640,False,,2026-05-18T23:49:41.384856+00:00
11,evaluation,7,754.3469242799983,23332,24111,1.033387622149837,152864.73492435098,278,False,,2026-05-18T23:50:56.281066+00:00
12,evaluation,8,800.8631291489983,3256,94253,28.94748157248157,168534.50024300994,178,False,,2026-05-18T23:51:42.797272+00:00
13,evaluation,9,874.8695141089993,1350,1350000,1000.0,195834.50982011878,148,False,,2026-05-18T23:52:56.803657+00:00
14,evaluation,10,935.3680051570009,887,887000,1000.0,213327.36010227058,66,False,,2026-05-18T23:53:57.302148+00:00
15,evaluation,11,982.502752739998,15028,96558,6.425206281607665,69051.91926742197,472,False,,2026-05-18T23:54:44.436895+00:00
16,evaluation,12,1217.910997578998,254806,254806,1.0,141162.91685951932,630,False,,2026-05-18T23:58:39.845141+00:00
17,evaluation,13,1269.7695400320008,302,302000,1000.0,230365.55460599158,0,False,,2026-05-18T23:59:31.703682+00:00
18,evaluation,14,1320.735657756999,208,208000,1000.0,229456.43329862383,1,False,,2026-05-19T00:00:22.669799+00:00
19,evaluation,15,1417.6871961049983,40134,50077,1.2477450540688693,108038.53628365532,448,False,,2026-05-19T00:01:59.621337+00:00
20,evaluation,16,1481.2723319139986,31851,110391,3.4658566450032966,55351.71533836269,547,False,,2026-05-19T00:03:03.206473+00:00
21,step,16,1481.3437441530004,,,,,,False,initial_design_completed points=16,2026-05-19T00:03:03.277883+00:00
22,evaluation,17,1521.9800446320005,28833,3728389,129.3097839281379,27497.714734890797,636,False,,2026-05-19T00:03:43.914185+00:00
23,step,17,1522.0548900530011,,,,,,False,iteration=1/56 best_fitness=26996.880481863376,2026-05-19T00:03:43.989029+00:00
24,evaluation,18,1563.4664470159987,18931,3799581,200.70683006708572,29922.109167293725,631,False,,2026-05-19T00:04:25.400588+00:00
25,step,18,1563.5467556250005,,,,,,False,iteration=2/56 best_fitness=26996.880481863376,2026-05-19T00:04:25.480894+00:00
26,evaluation,19,1609.504779597999,10671,1814605,170.0501358822978,33629.18710149969,591,False,,2026-05-19T00:05:11.438920+00:00
27,step,19,1609.5868245829988,,,,,,False,iteration=3/56 best_fitness=26996.880481863376,2026-05-19T00:05:11.520964+00:00
28,evaluation,20,1707.196913331998,198581,1943331,9.78608728931771,52594.011566952206,640,False,,2026-05-19T00:06:49.131054+00:00
29,step,20,1707.2836265549995,,,,,,False,iteration=4/56 best_fitness=26996.880481863376,2026-05-19T00:06:49.217766+00:00
30,evaluation,21,1753.3170210530006,6304,860150,136.44511421319797,66468.45049393452,482,False,,2026-05-19T00:07:35.251162+00:00
31,step,21,1753.4079124349992,,,,,,False,iteration=5/56 best_fitness=26996.880481863376,2026-05-19T00:07:35.342051+00:00
32,evaluation,22,1824.909640419999,15731,15731000,1000.0,46067.91051958305,640,False,,2026-05-19T00:08:46.843781+00:00
33,step,22,1825.0075523310006,,,,,,False,iteration=6/56 best_fitness=26996.880481863376,2026-05-19T00:08:46.941694+00:00
34,evaluation,23,1896.1866619829998,8152,7362967,903.209887144259,46783.32401726957,606,False,,2026-05-19T00:09:58.120803+00:00
35,step,23,1896.289537181001,,,,,,False,iteration=7/56 best_fitness=26996.880481863376,2026-05-19T00:09:58.223676+00:00
36,evaluation,24,2118.595412841998,804773,3039706,3.7770973926809175,140457.5475964849,640,False,,2026-05-19T00:13:40.529555+00:00
37,step,24,2118.701134701001,,,,,,False,iteration=8/56 best_fitness=26996.880481863376,2026-05-19T00:13:40.635277+00:00
38,evaluation,25,2195.6011372719986,4770,4770000,1000.0,69789.54264858835,529,False,,2026-05-19T00:14:57.535280+00:00
39,step,25,2195.710783688999,,,,,,False,iteration=9/56 best_fitness=26996.880481863376,2026-05-19T00:14:57.644925+00:00
