phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 swarm_size=18 iterations=12 workers=12,1,0,0,0,,,8.31397483125329e-06
2,init_best fitness=0.6804969666700345,1,18,18,1,0.6804969666700345,,5.7662985299830325
3,iteration=1/12 best_fitness=0.6508787509228569,19,36,18,2,0.6508787509228569,0.0296182157471776,4.120034237043001
4,iteration=2/12 best_fitness=0.6409236028557643,37,54,18,2,0.6409236028557643,0.009955148067092523,3.717007503961213
5,iteration=3/12 best_fitness=0.6395416300802026,55,72,18,1,0.6395416300802026,0.001381972775561735,3.639635270985309
6,iteration=4/12 best_fitness=0.6282480965892319,73,90,18,2,0.6282480965892319,0.01129353349097073,3.6771036160062067
7,iteration=5/12 best_fitness=0.6282480965892319,91,108,18,0,0.6371607409091666,-0.00891264431993477,3.6375567030045204
8,iteration=6/12 best_fitness=0.6282480965892319,109,126,18,0,0.646061538340291,-0.008900797431124374,3.6722616589977406
9,iteration=7/12 best_fitness=0.6282480965892319,127,144,18,0,0.6349691913055722,0.011092347034718841,3.62197424803162
10,iteration=8/12 best_fitness=0.6282480965892319,145,162,18,0,0.6455338287632912,-0.010564637457719073,3.618132397008594
11,iteration=9/12 best_fitness=0.6282480965892319,163,180,18,0,0.6448231171234511,0.0007107116398401558,3.637476665957365
12,iteration=10/12 best_fitness=0.6282480965892319,181,198,18,0,0.6445311867864802,0.0002919303369708359,3.6515282060136087
13,iteration=11/12 best_fitness=0.6282480965892319,199,216,18,0,0.6383900234068278,0.006141163379652426,3.615735109022353
14,iteration=12/12 best_fitness=0.6282480965892319,217,234,18,0,0.6354408974875696,0.002949125919258222,3.5940449410118163
