new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,0.3820112800458446,10041,45212,4.502738771038741,1.5695945095503703,,,
2,4,2.0355522780446336,5687,16228,2.8535255846667837,1.1624984794761986,0.4070960300741717,25.93638214183034,2
3,5,2.267313238000497,2799,2799,1.0,0.81168454780709,0.35081393166910857,30.177581980767766,0
4,35,15.908774043025915,2100,8935,4.254761904761905,0.8102110027975868,0.001473545009503141,0.18154158699758233,29
5,139,58.38620617601555,2010,4597,2.2870646766169154,0.7647658704372589,0.04544513236032799,5.609049025921639,103
6,147,60.944898265006486,2373,4318,1.819637589549094,0.7632110875856597,0.0015547828515991569,0.20330180931194033,7
7,165,65.4581630800385,2543,7417,2.91663389697208,0.7450055203225929,0.01820556726306677,2.3853908255785723,17
8,167,65.89227648300584,2338,9650,4.127459366980325,0.7362252624006942,0.008780257921898738,1.178549377472642,1
9,173,67.23464920400875,2010,4852,2.4139303482587064,0.7116714235162362,0.024553838884457946,3.335098663198873,5
10,183,70.7237597820349,2105,6850,3.2541567695961997,0.711358899337938,0.00031252417829819024,0.04391411091850033,9
