phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 max_curves_per_n=100 repeats_per_n=3 initial_samples=16 iterations=22 candidate_pool=2500 workers=56,1,0,0,0,0,,,,8.46607144922018e-06
2,initial_design_completed points=16,1,16,16,2,69,4.3125,248372.3558462558,,38.19112356798723
3,iteration=1/22 best_fitness=247776.4445314843,17,17,1,1,37,37.0,247776.4445314843,595.9113147715107,3.602934311958961
4,iteration=2/22 best_fitness=247776.4445314843,18,18,1,0,25,25.0,449158.2633247219,-201381.8187932376,3.6993314060382545
5,iteration=3/22 best_fitness=247776.4445314843,19,19,1,0,29,29.0,383711.282313473,65446.98101124889,4.531422785948962
6,iteration=4/22 best_fitness=247776.4445314843,20,20,1,0,13,13.0,648930.0729532174,-265218.79063974443,2.2710370830027387
7,iteration=5/22 best_fitness=231752.67163103292,21,21,1,1,38,38.0,231752.67163103292,417177.4013221845,4.296287039993331
8,iteration=6/22 best_fitness=231752.67163103292,22,22,1,0,20,20.0,538735.6126180313,-306982.9409869984,5.564853887073696
9,iteration=7/22 best_fitness=231752.67163103292,23,23,1,0,18,18.0,566736.2058121819,-28000.5931941506,3.184689220972359
10,iteration=8/22 best_fitness=231752.67163103292,24,24,1,0,23,23.0,482354.6279415411,84381.57787064085,3.031624366994947
11,iteration=9/22 best_fitness=231752.67163103292,25,25,1,0,37,37.0,248066.56609310143,234288.06184843965,4.31780116900336
12,iteration=10/22 best_fitness=231752.67163103292,26,26,1,0,36,36.0,268355.4166805659,-20288.85058746449,5.259699288057163
13,iteration=11/22 best_fitness=231752.67163103292,27,27,1,0,32,32.0,332815.55104434025,-64460.13436377433,3.889864540891722
14,iteration=12/22 best_fitness=231752.67163103292,28,28,1,0,20,20.0,535178.1831247631,-202362.63208042283,3.671366702998057
15,iteration=13/22 best_fitness=230874.68540608961,29,29,1,1,38,38.0,230874.68540608961,304303.49771867343,3.805803449009545
16,iteration=14/22 best_fitness=230874.68540608961,30,30,1,0,37,37.0,250123.23356595504,-19248.54815986543,4.752959645004012
17,iteration=15/22 best_fitness=230874.68540608961,31,31,1,0,33,33.0,315650.99136952,-65527.75780356498,4.122520613018423
18,iteration=16/22 best_fitness=230874.68540608961,32,32,1,0,29,29.0,382503.9947741285,-66853.00340460846,3.758242818992585
19,iteration=17/22 best_fitness=230874.68540608961,33,33,1,0,30,30.0,365626.2144741424,16877.780299986072,3.9340134920785204
20,iteration=18/22 best_fitness=230874.68540608961,34,34,1,0,28,28.0,400594.0685347374,-34967.85406059498,4.030571162002161
21,iteration=19/22 best_fitness=230874.68540608961,35,35,1,0,38,38.0,232168.0752186656,168425.9933160718,4.389162034960464
22,iteration=20/22 best_fitness=230874.68540608961,36,36,1,0,32,32.0,333514.6816764096,-101346.60645774403,4.579049375955947
23,iteration=21/22 best_fitness=230874.68540608961,37,37,1,0,27,27.0,416690.6023190194,-83175.92064260977,4.040150298038498
24,iteration=22/22 best_fitness=230874.68540608961,38,38,1,0,33,33.0,317393.3763493016,99297.22596971778,4.503299038042314
