phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 swarm_size=18 iterations=12 workers=12,1,0,0,0,,,6.360001862049103e-06
2,init_best fitness=1.0162638480542228,1,18,18,1,1.0162638480542228,,9.576824268966448
3,iteration=1/12 best_fitness=1.0162638480542228,19,36,18,0,1.0342490987095516,-0.017985250655328855,10.074238546018023
4,iteration=2/12 best_fitness=1.0162638480542228,37,54,18,0,1.1672695904853754,-0.13302049177582376,12.815916310995817
5,iteration=3/12 best_fitness=0.9542286201613024,55,72,18,1,0.9542286201613024,0.213040970324073,6.790192954998929
6,iteration=4/12 best_fitness=0.8931277271476574,73,90,18,1,0.8931277271476574,0.061100893013644964,6.390192067017779
7,iteration=5/12 best_fitness=0.7173383377084974,91,108,18,3,0.7173383377084974,0.17578938943916,4.311389755981509
8,iteration=6/12 best_fitness=0.7173383377084974,109,126,18,0,0.7178221771609969,-0.00048383945249952376,4.115119662019424
9,iteration=7/12 best_fitness=0.7173383377084974,127,144,18,0,0.718190136627527,-0.0003679594665300101,3.9955539109651
10,iteration=8/12 best_fitness=0.7173383377084974,145,162,18,0,0.735913626558613,-0.01772348993108608,4.206953874032479
11,iteration=9/12 best_fitness=0.7173383377084974,163,180,18,0,0.7260903341230005,0.00982329243561253,4.063579523994122
12,iteration=10/12 best_fitness=0.7173383377084974,181,198,18,0,0.7489937023783568,-0.022903368255356327,4.254038982966449
13,iteration=11/12 best_fitness=0.7173383377084974,199,216,18,0,0.7269533181970473,0.02204038418130949,4.002502918010578
14,iteration=12/12 best_fitness=0.7173383377084974,217,234,18,0,0.7296536934154574,-0.002700375218410045,3.9793501410167664
