new_best_idx,eval,elapsed_sec,b1,b2,ratio,fitness,delta_abs_vs_prev_best,delta_pct_vs_prev_best,plateau_since_prev_new_best
1,1,1.0453568369848654,39414,514172,13.045415334652661,4.764231674923212,,,
2,2,1.5022282289573923,9645,231480,24.0,1.950694161845604,2.813537513077608,59.05543023625012,0
3,3,1.8116894079721533,6193,6193,1.0,1.2091814261220861,0.7415127357235178,38.0127623400458,0
4,5,2.64825780299725,3183,44140,13.867420672321709,1.0292497061891481,0.179931719932938,14.880456815317558,1
5,9,4.3544661499909125,3422,13386,3.9117475160724724,0.9562459384032991,0.07300376778584905,7.092911209676162,3
6,27,11.759955270972569,2092,27791,13.284416826003824,0.9037873627676163,0.05245857563568279,5.485887419639765,17
7,52,20.941310778958723,2363,23188,9.81294964028777,0.895485296176048,0.008302066591568291,0.9185862663697076,24
8,54,21.466699707962107,2168,15132,6.979704797047971,0.8724071913748048,0.02307810480124317,2.5771617802986384,1
9,66,25.97168950800551,2358,8259,3.5025445292620865,0.8687175050436053,0.003689686331199482,0.4229316731542523,11
10,68,27.221909464977216,2480,4492,1.8112903225806452,0.8310186677554157,0.03769883728818968,4.3395968274286565,1
11,81,30.839811804005876,2053,9229,4.495372625426206,0.823603630909929,0.007415036845486611,0.8922828250675344,12
12,84,31.74173017794965,2214,2214,1.0,0.7452248193731066,0.07837881153682247,9.51656945103902,2
13,104,36.773786870995536,2490,2490,1.0,0.7388848420814611,0.006339977291645482,0.8507469325805277,19
14,114,39.06587234098697,2337,2494,1.0671801454856653,0.7289284519793,0.009956390102161095,1.3474887472469512,9
15,130,42.81353198597208,2554,2554,1.0,0.7284975154616404,0.00043093651765957475,0.059119179185478196,15
16,155,48.441033169976436,2286,2323,1.0161854768153982,0.7254090912465472,0.003088424215093255,0.423944371743829,24
17,158,49.10399630200118,2021,2167,1.0722414646214746,0.7016646949632559,0.02374439628329128,3.2732421704956542,2
