event_idx,kind,eval,elapsed_sec,b1,b2,ratio,fitness,is_new_best,message,timestamp_utc
1,evaluation,1,0.29904278100002557,3396,64670,19.04299175500589,1.0980047628108878,False,,2026-04-09T11:07:56.345752+00:00
2,new_best,1,0.29908979102037847,3396,64670,19.04299175500589,1.0980047628108878,True,,2026-04-09T11:07:56.345790+00:00
3,evaluation,2,0.5622428050264716,2033,48792,24.0,0.9723113890504465,False,,2026-04-09T11:07:56.608952+00:00
4,new_best,2,0.5622937880107202,2033,48792,24.0,0.9723113890504465,True,,2026-04-09T11:07:56.608994+00:00
5,evaluation,3,0.9682259100372903,12224,12224,1.0,1.6866510174586438,False,,2026-04-09T11:07:57.014935+00:00
6,evaluation,4,1.9577599740005098,44655,44655,1.0,4.6805115246388596,False,,2026-04-09T11:07:58.004468+00:00
7,evaluation,5,2.6163562570000067,26928,26928,1.0,2.979990193271078,False,,2026-04-09T11:07:58.663064+00:00
8,evaluation,6,3.3915801620460115,30213,92796,3.071393108926621,3.572178686124971,False,,2026-04-09T11:07:59.438289+00:00
9,evaluation,7,3.6696217380231246,4767,11937,2.5040906230333544,1.0472338895197026,False,,2026-04-09T11:07:59.716330+00:00
10,evaluation,8,3.9872471790295094,6971,6971,1.0,1.2630549623572733,False,,2026-04-09T11:08:00.033956+00:00
11,evaluation,9,4.259733523009345,2766,52081,18.828994938539406,1.0381271160149481,False,,2026-04-09T11:08:00.306440+00:00
12,evaluation,10,4.669952178024687,13213,13213,1.0,1.7284376719617285,False,,2026-04-09T11:08:00.716661+00:00
13,evaluation,11,5.381861870991997,22723,246383,10.842890463407121,3.2736656344495714,False,,2026-04-09T11:08:01.428574+00:00
14,evaluation,12,6.197928137029521,35327,35327,1.0,3.7644053219410125,False,,2026-04-09T11:08:02.244637+00:00
15,evaluation,13,6.789655280008446,16111,386664,24.0,2.523022917396156,False,,2026-04-09T11:08:02.836364+00:00
16,evaluation,14,7.0794624800328165,6335,6335,1.0,1.1150470119609963,False,,2026-04-09T11:08:03.126172+00:00
17,evaluation,15,7.5332602800335735,10744,169916,15.814966492926285,1.9055494465283118,False,,2026-04-09T11:08:03.579968+00:00
18,evaluation,16,8.223870838992298,19588,470112,24.0,3.106923607963836,False,,2026-04-09T11:08:04.270581+00:00
19,evaluation,17,8.51226890902035,4217,40963,9.713777566990752,1.111082029499812,False,,2026-04-09T11:08:04.558980+00:00
20,evaluation,18,8.851461552025285,5251,126024,24.0,1.4070017749327235,False,,2026-04-09T11:08:04.898171+00:00
21,evaluation,19,9.093631780007854,2348,13859,5.902470187393527,0.8631578328204341,False,,2026-04-09T11:08:05.140400+00:00
22,new_best,19,9.093741701042745,2348,13859,5.902470187393527,0.8631578328204341,True,,2026-04-09T11:08:05.140442+00:00
23,evaluation,20,9.540350039023906,8370,200880,24.0,1.8995402408763766,False,,2026-04-09T11:08:05.587058+00:00
24,evaluation,21,9.912112696038093,7071,81196,11.48295856314524,1.5183624741912354,False,,2026-04-09T11:08:05.958822+00:00
25,evaluation,22,10.22818240703782,4660,111840,24.0,1.2681822373124305,False,,2026-04-09T11:08:06.274893+00:00
26,evaluation,23,10.750068036024459,18551,18551,1.0,2.3086681478016544,False,,2026-04-09T11:08:06.796801+00:00
27,evaluation,24,11.043589776032604,6624,6624,1.0,1.130770170595497,False,,2026-04-09T11:08:07.090301+00:00
28,evaluation,25,11.358172019012272,4089,82801,20.24969430178528,1.2650356281374115,False,,2026-04-09T11:08:07.404880+00:00
29,evaluation,26,12.350711551029235,38148,327816,8.59326832337213,4.672309999441495,False,,2026-04-09T11:08:08.397419+00:00
30,evaluation,27,12.707798932038713,5546,133104,24.0,1.4695157582173124,False,,2026-04-09T11:08:08.754508+00:00
31,evaluation,28,12.968078063044231,2505,35403,14.132934131736526,0.9785951805242803,False,,2026-04-09T11:08:09.014788+00:00
32,evaluation,29,13.2610933650285,6329,6919,1.0932216779902038,1.1344098529953044,False,,2026-04-09T11:08:09.307804+00:00
33,evaluation,30,13.713435999001376,15055,15055,1.0,1.9260912432800978,False,,2026-04-09T11:08:09.760146+00:00
34,evaluation,31,13.966898241022136,2811,9478,3.3717538242618286,0.9127298824314494,False,,2026-04-09T11:08:10.013609+00:00
35,evaluation,32,14.241843899013475,3192,49928,15.641604010025063,1.0487485855410341,False,,2026-04-09T11:08:10.288553+00:00
36,evaluation,33,14.534260480024386,3207,76968,24.0,1.1215434771147557,False,,2026-04-09T11:08:10.580994+00:00
37,evaluation,34,14.844507889007218,3258,78192,24.0,1.217220398801146,False,,2026-04-09T11:08:10.891218+00:00
38,evaluation,35,15.086317342997063,2974,6737,2.265299260255548,0.8844590001681354,False,,2026-04-09T11:08:11.133027+00:00
39,evaluation,36,15.620440336992033,19588,19588,1.0,2.325623840006301,False,,2026-04-09T11:08:11.667149+00:00
40,evaluation,37,15.918375302047934,3430,55032,16.044314868804666,1.1704194524791092,False,,2026-04-09T11:08:11.965085+00:00
41,evaluation,38,16.402268876030575,16815,18566,1.104133214391912,2.095958030637121,False,,2026-04-09T11:08:12.448979+00:00
42,evaluation,39,16.746036914992146,6229,64670,10.382083801573286,1.3834182829014026,False,,2026-04-09T11:08:12.792748+00:00
43,evaluation,40,17.034349597990513,3192,49928,15.641604010025063,1.129429361288203,False,,2026-04-09T11:08:13.081058+00:00
