phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 max_curves_per_n=100 repeats_per_n=3 swarm_size=18 iterations=12 workers=56,1,0,0,0,0,,,,6.930000381544232e-06
2,init_best fitness=283439.4931878653,1,18,18,1,83,4.611111111111111,283439.4931878653,,45.69568334601354
3,iteration=1/12 best_fitness=132776.2956563826,19,36,18,1,359,19.944444444444443,132776.2956563826,150663.1975314827,77.14033562497934
4,iteration=2/12 best_fitness=16637.431916336256,37,54,18,4,717,39.833333333333336,16637.431916336256,116138.86374004635,104.24960662500234
5,iteration=3/12 best_fitness=16637.431916336256,55,72,18,0,768,42.666666666666664,50102.28596358521,-33464.854047248955,109.44195265101735
6,iteration=4/12 best_fitness=16186.847499654203,73,90,18,1,799,44.388888888888886,16186.847499654203,33915.438463931,112.02915556399967
7,iteration=5/12 best_fitness=15340.64297932782,91,108,18,1,801,44.5,15340.64297932782,846.2045203263824,112.48674993298482
8,iteration=6/12 best_fitness=15340.64297932782,109,126,18,0,807,44.833333333333336,32184.8489656128,-16844.20598628498,120.24305446600192
9,iteration=7/12 best_fitness=15197.401721944916,127,144,18,1,802,44.55555555555556,15197.401721944916,16987.447243667884,115.81204440401052
10,iteration=8/12 best_fitness=15197.401721944916,145,162,18,0,803,44.611111111111114,32425.445223258823,-17228.043501313907,112.06709950300865
11,iteration=9/12 best_fitness=15197.401721944916,163,180,18,0,797,44.27777777777778,15467.010945044265,16958.434278214558,112.98108455198235
12,iteration=10/12 best_fitness=15197.401721944916,181,198,18,0,813,45.166666666666664,49025.11619442995,-33558.105249385684,110.6926419599913
13,iteration=11/12 best_fitness=14651.193108181662,199,216,18,1,816,45.333333333333336,14651.193108181662,34373.923086248295,113.54430986900115
14,iteration=12/12 best_fitness=14651.193108181662,217,234,18,0,809,44.94444444444444,50393.01525337427,-35741.82214519261,113.53884195600403
