event_idx,kind,eval,elapsed_sec,b1,b2,ratio,fitness,successes,is_new_best,message,timestamp_utc
1,step,0,6.930000381544232e-06,,,,,,False,numbers=20 max_curves_per_n=100 repeats_per_n=3 swarm_size=18 iterations=12 workers=56,2026-05-04T13:17:51.532063+00:00
2,evaluation,1,2.3278067920182366,1646,1646,1.0,850444.5041848186,1,False,,2026-05-04T13:17:53.859867+00:00
3,evaluation,2,4.354479228000855,486,8025,16.512345679012345,866264.4479103716,0,False,,2026-05-04T13:17:55.886540+00:00
4,evaluation,3,6.327000513992971,3041,3496,1.1496218349227227,849278.2034922073,1,False,,2026-05-04T13:17:57.859061+00:00
5,evaluation,4,8.334406662004767,1786,1786,1.0,866249.0811388028,0,False,,2026-05-04T13:17:59.866468+00:00
6,evaluation,5,10.355645763018401,519,7888,15.198458574181117,849357.2713689946,1,False,,2026-05-04T13:18:01.887707+00:00
7,evaluation,6,12.42565160500817,138,13800,100.0,866401.0518191886,0,False,,2026-05-04T13:18:03.957713+00:00
8,evaluation,7,14.460753002989804,770,28561,37.092207792207795,866298.9733203625,0,False,,2026-05-04T13:18:05.992814+00:00
9,evaluation,8,17.26919377199374,11400,17728,1.5550877192982455,784529.4094830904,5,False,,2026-05-04T13:18:08.801255+00:00
10,evaluation,9,19.292254671017872,544,54400,100.0,866305.4552783966,0,False,,2026-05-04T13:18:10.824315+00:00
11,evaluation,10,21.25396920199273,4908,4908,1.0,832435.0880967453,2,False,,2026-05-04T13:18:12.786030+00:00
12,evaluation,11,24.27657780100708,13771,13771,1.0,768872.2463764601,6,False,,2026-05-04T13:18:15.808639+00:00
13,evaluation,12,26.339043337997282,159,15900,100.0,866387.7342341826,0,False,,2026-05-04T13:18:17.871104+00:00
14,evaluation,13,31.348310389992548,27365,27365,1.0,606509.9149940434,16,False,,2026-05-04T13:18:22.880371+00:00
15,evaluation,14,33.50887297801091,120,8956,74.63333333333334,866484.3707986147,0,False,,2026-05-04T13:18:25.040934+00:00
16,evaluation,15,35.55822272298974,379,471,1.2427440633245384,866378.936138523,0,False,,2026-05-04T13:18:27.090284+00:00
17,evaluation,16,38.965283160010586,15183,26544,1.748271092669433,601931.9785469465,16,False,,2026-05-04T13:18:30.497344+00:00
18,evaluation,17,43.6759655700007,22383,125967,5.6277978823214045,283439.4931878653,35,False,,2026-05-04T13:18:35.208026+00:00
19,evaluation,18,45.69026642901008,1688,1688,1.0,866188.1740463141,0,False,,2026-05-04T13:18:37.222327+00:00
20,new_best,17,45.69034294501762,22383,125967,5.6277978823214045,283439.4931878653,,True,,2026-05-04T13:18:37.222399+00:00
21,step,18,45.69569027601392,,,,,,False,init_best fitness=283439.4931878653,2026-05-04T13:18:37.227747+00:00
22,evaluation,19,47.74742318599601,2766,2766,1.0,866309.5415647937,0,False,,2026-05-04T13:18:39.279483+00:00
23,evaluation,20,53.62324986499152,30000,145790,4.859666666666667,285267.3806599443,35,False,,2026-05-04T13:18:45.155311+00:00
24,evaluation,21,59.329565822001314,30000,262837,8.761233333333333,132776.2956563826,44,False,,2026-05-04T13:18:50.861628+00:00
25,new_best,21,59.33618786299485,30000,262837,8.761233333333333,132776.2956563826,,True,,2026-05-04T13:18:50.868245+00:00
26,evaluation,22,61.283245946018724,1584,106509,67.2405303030303,832384.2165981318,2,False,,2026-05-04T13:18:52.815307+00:00
27,evaluation,23,64.23907530499855,7714,226683,29.385921700803735,633741.1791917718,14,False,,2026-05-04T13:18:55.771136+00:00
28,evaluation,24,70.01680118500371,30000,43079,1.4359666666666666,539336.5546259958,20,False,,2026-05-04T13:19:01.548862+00:00
29,evaluation,25,75.51800488299341,30000,31787,1.0595666666666668,657928.3355952658,13,False,,2026-05-04T13:19:07.050065+00:00
30,evaluation,26,80.26074765800149,25524,25524,1.0,639548.0728808392,14,False,,2026-05-04T13:19:11.792808+00:00
31,evaluation,27,82.26007595201372,3486,66347,19.03241537578887,731619.1351933035,8,False,,2026-05-04T13:19:13.792137+00:00
32,evaluation,28,86.4912595890055,21964,21964,1.0,738611.5216304872,8,False,,2026-05-04T13:19:18.023320+00:00
33,evaluation,29,91.92930219700793,30000,30000,1.0,557231.0024264047,19,False,,2026-05-04T13:19:23.461363+00:00
34,evaluation,30,98.43056292901747,30000,452086,15.069533333333334,201213.44327749376,40,False,,2026-05-04T13:19:29.962624+00:00
35,evaluation,31,104.26717893601744,30000,177697,5.923233333333333,168641.28827367447,42,False,,2026-05-04T13:19:35.799240+00:00
36,evaluation,32,107.36832941501052,4644,464400,100.0,550108.7714476862,19,False,,2026-05-04T13:19:38.900390+00:00
37,evaluation,33,109.38053511900944,2066,2066,1.0,849530.2860221298,1,False,,2026-05-04T13:19:40.912597+00:00
38,evaluation,34,113.40521660499508,16475,148581,9.018573596358118,416783.3350549167,27,False,,2026-05-04T13:19:44.937277+00:00
39,evaluation,35,117.42261889000656,14107,298696,21.173601757992486,299455.66826384846,34,False,,2026-05-04T13:19:48.954680+00:00
40,evaluation,36,122.83596508199116,30000,30000,1.0,556082.0478843601,19,False,,2026-05-04T13:19:54.368025+00:00
41,step,36,122.83602590099326,,,,,,False,iteration=1/12 best_fitness=132776.2956563826,2026-05-04T13:19:54.368082+00:00
42,evaluation,37,124.83592725900235,3064,19708,6.432114882506528,782409.3524550275,5,False,,2026-05-04T13:19:56.367988+00:00
43,evaluation,38,131.40218713399372,30000,600000,20.0,100514.51172837526,46,False,,2026-05-04T13:20:02.934248+00:00
44,new_best,38,131.40224390599178,30000,600000,20.0,100514.51172837526,,True,,2026-05-04T13:20:02.934300+00:00
45,evaluation,39,137.53693477300112,30000,600000,20.0,84706.06451762373,47,False,,2026-05-04T13:20:09.068995+00:00
46,new_best,39,137.53699238301488,30000,600000,20.0,84706.06451762373,,True,,2026-05-04T13:20:09.069048+00:00
47,evaluation,40,142.87063995801145,20438,600000,29.357079949114393,167956.13502205914,42,False,,2026-05-04T13:20:14.402702+00:00
48,evaluation,41,149.33273711201036,30000,600000,20.0,151343.37868266195,43,False,,2026-05-04T13:20:20.864798+00:00
49,evaluation,42,155.54857005699887,30000,225850,7.528333333333333,287939.0037028898,35,False,,2026-05-04T13:20:27.080631+00:00
50,evaluation,43,161.32455976001802,30000,111005,3.7001666666666666,388081.63080405636,29,False,,2026-05-04T13:20:32.856621+00:00
51,evaluation,44,167.58346243700362,30000,600000,20.0,49121.49458406415,49,False,,2026-05-04T13:20:39.115524+00:00
52,new_best,44,167.58353197801625,30000,600000,20.0,49121.49458406415,,True,,2026-05-04T13:20:39.115588+00:00
53,evaluation,45,173.68097288699937,21128,283771,13.431039379023098,283378.0287411881,35,False,,2026-05-04T13:20:45.213034+00:00
54,evaluation,46,179.54173194500618,30000,278717,9.290566666666667,201747.5794672667,40,False,,2026-05-04T13:20:51.073793+00:00
55,evaluation,47,185.65285034599947,30000,600000,20.0,100536.06430219431,46,False,,2026-05-04T13:20:57.184911+00:00
56,evaluation,48,191.87735221799812,30000,600000,20.0,186753.68104726984,41,False,,2026-05-04T13:21:03.409413+00:00
57,evaluation,49,198.0138515260187,30000,600000,20.0,152303.16340147788,43,False,,2026-05-04T13:21:09.545912+00:00
58,evaluation,50,204.28184554399922,30000,600000,20.0,168375.26335345797,42,False,,2026-05-04T13:21:15.813907+00:00
59,evaluation,51,211.00843112301663,30000,600000,20.0,219922.56513034998,39,False,,2026-05-04T13:21:22.540501+00:00
60,evaluation,52,216.1392796660075,30000,600000,20.0,16637.431916336256,51,False,,2026-05-04T13:21:27.671341+00:00
