phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,step=1/60 new_best b1=13435 b2=158263 fitness=1.8222439622652018,1,1,1,1,1.8222439622652018,,0.47095441597048193
2,step=2/60 new_best b1=2335 b2=46700 fitness=0.9199483675765805,2,2,1,1,0.9199483675765805,0.9022955946886213,0.2612602550070733
3,step=5/60 new_best b1=2883 b2=8574 fitness=0.8888974617002532,3,5,3,1,0.8888974617002532,0.031050905876327306,1.4582194660324603
4,step=7/60 new_best b1=1262 b2=5146 fitness=0.7310918966541067,6,7,2,1,0.7310918966541067,0.1578055650461465,0.5771792369778268
5,step=23/60 new_best b1=1361 b2=2014 fitness=0.6858531100733671,8,23,16,1,0.6858531100733671,0.04523878658073954,5.810637604037765
