method,gain_ci_low,gain_ci_high
bo,52.67449274478633,58.06270891030524
de,57.03755204447104,63.07933466703675
ga,60.268460349621776,60.96229400136054
pso,61.822439917864244,62.76716486046412
rs,56.416950310365245,59.412027589920335
