phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 max_curves_per_n=100 repeats_per_n=3 swarm_size=18 iterations=12 workers=56,1,0,0,0,0,,,,5.173031240701675e-06
2,init_best fitness=5.62911995873475,1,18,18,1,76,4.222222222222222,5.62911995873475,,44.380842244951054
3,iteration=1/12 best_fitness=1.865356983167264,19,36,18,2,353,19.61111111111111,1.865356983167264,3.7637629755674853,93.74946870002896
4,iteration=2/12 best_fitness=1.7190951796072411,37,54,18,2,707,39.27777777777778,1.7190951796072411,0.14626180356002294,123.30793538899161
5,iteration=3/12 best_fitness=1.581333182012457,55,72,18,2,783,43.5,1.581333182012457,0.13776199759478414,126.43754001299385
6,iteration=4/12 best_fitness=1.581333182012457,73,90,18,0,792,44.0,1.6956373820871073,-0.11430420007465036,130.43846786394715
7,iteration=5/12 best_fitness=1.581333182012457,91,108,18,0,791,43.94444444444444,1.698178565259313,-0.002541183172205752,131.73090566508472
8,iteration=6/12 best_fitness=1.477189698519941,109,126,18,1,817,45.388888888888886,1.477189698519941,0.22098886673937201,127.15942767797969
9,iteration=7/12 best_fitness=1.477189698519941,127,144,18,0,804,44.666666666666664,1.6383320647361228,-0.16114236621618172,127.3646581339417
10,iteration=8/12 best_fitness=1.477189698519941,145,162,18,0,804,44.666666666666664,1.7099098857099677,-0.07157782097384491,130.01999361708295
11,iteration=9/12 best_fitness=1.477189698519941,163,180,18,0,800,44.44444444444444,1.674458744070845,0.035451141639122774,132.59753120690584
12,iteration=10/12 best_fitness=1.477189698519941,181,198,18,0,823,45.72222222222222,1.5482083203441954,0.12625042372664952,127.11855682509486
13,iteration=11/12 best_fitness=1.477189698519941,199,216,18,0,802,44.55555555555556,1.619383996905478,-0.07117567656128254,129.3847957099788
14,iteration=12/12 best_fitness=1.4393197966010727,217,234,18,1,802,44.55555555555556,1.4393197966010727,0.1800642003044053,132.43954242102336
