metric,value
best_eval,34
best_eval_fraction,0.8947368421052632
eval_per_sec,0.25379958014971654
evaluation_count,38
improvement_percent,79.886438077663
max_plateau_evals,14
median_plateau_evals,3.0
new_best_count,6
new_best_rate,0.15789473684210525
p90_plateau_evals,11.000000000000002
time_to_best_sec,129.03589547600131
time_to_first_improvement_sec,2.267228273994988
total_runtime_sec,149.7245622939954
flag_b1_hits_boundary,False
flag_b2_hits_boundary,True
flag_best_b1_on_boundary,False
flag_best_b2_on_boundary,True
flag_best_ratio_on_boundary,False
flag_late_best,True
flag_low_improvement,False
flag_low_signal,False
flag_plateau_too_long,False
flag_ratio_hits_boundary,True
