metric,value
best_eval,88
best_eval_fraction,0.4
eval_per_sec,0.25708053873377873
evaluation_count,220
improvement_percent,63.46079214216842
max_plateau_evals,132
median_plateau_evals,11.0
new_best_count,8
new_best_rate,0.03636363636363636
p90_plateau_evals,51.20000000000002
time_to_best_sec,287.23534351699345
time_to_first_improvement_sec,4.654975172001286
total_runtime_sec,855.7705220679927
flag_b1_hits_boundary,True
flag_b2_hits_boundary,False
flag_best_b1_on_boundary,True
flag_best_b2_on_boundary,False
flag_best_ratio_on_boundary,False
flag_late_best,False
flag_low_improvement,False
flag_low_signal,False
flag_plateau_too_long,True
flag_ratio_hits_boundary,True
