metric,value
best_eval,202
best_eval_fraction,0.6733333333333333
eval_per_sec,0.11877304951150648
evaluation_count,300
improvement_percent,76.38607139450716
max_plateau_evals,163
median_plateau_evals,34.0
new_best_count,4
new_best_rate,0.013333333333333334
p90_plateau_evals,137.0
time_to_best_sec,1621.4787496669996
time_to_first_improvement_sec,9.593522072002088
total_runtime_sec,2525.826094156
flag_b1_hits_boundary,True
flag_b2_hits_boundary,True
flag_best_b1_on_boundary,True
flag_best_b2_on_boundary,False
flag_best_ratio_on_boundary,False
flag_late_best,False
flag_low_improvement,False
flag_low_signal,True
flag_plateau_too_long,True
flag_ratio_hits_boundary,True
