phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 population_size=22 generations=14 mutation_prob=0.14 workers=12,1,0,0,0,,,9.259034413844347e-06
2,init_best fitness=0.7173412226256914,1,22,22,1,0.7173412226256914,,7.875459139002487
3,generation=1/14 best_fitness=0.7123632118455134,23,43,21,1,0.7123632118455134,0.0049780107801780105,4.983392401016317
4,generation=2/14 best_fitness=0.7028410919883754,44,64,21,1,0.7028410919883754,0.009522119857138023,4.601520306954626
5,generation=3/14 best_fitness=0.6850196360319387,65,85,21,1,0.6850196360319387,0.017821455956436694,4.560755496029742
6,generation=4/14 best_fitness=0.6818961620447226,86,106,21,1,0.6818961620447226,0.00312347398721613,4.569421635998879
7,generation=5/14 best_fitness=0.6706663980439771,107,127,21,1,0.6706663980439771,0.01122976400074549,4.446868970000651
8,generation=6/14 best_fitness=0.6521697630523704,128,148,21,1,0.6521697630523704,0.018496634991606697,4.365507461014204
9,generation=7/14 best_fitness=0.6521697630523704,149,169,21,0,0.6630569910630584,-0.010887228010687977,4.390568943985272
10,generation=8/14 best_fitness=0.6521697630523704,170,190,21,0,0.6581246108689811,0.004932380194077268,4.357250132015906
11,generation=9/14 best_fitness=0.6521637612604536,191,211,21,1,0.6521637612604536,0.0059608496085274965,4.404379635991063
12,generation=10/14 best_fitness=0.6490318941650912,212,232,21,1,0.6490318941650912,0.003131867095362395,4.4024558129603975
13,generation=11/14 best_fitness=0.6490318941650912,233,253,21,0,0.6543883272679523,-0.005356433102861047,4.358639392012265
14,generation=12/14 best_fitness=0.6447594202472828,254,274,21,1,0.6447594202472828,0.00962890702066943,4.313605003990233
15,generation=13/14 best_fitness=0.6418755991326179,275,295,21,1,0.6418755991326179,0.0028838211146648973,4.299365762039088
16,generation=14/14 best_fitness=0.6337851487041917,296,316,21,1,0.6337851487041917,0.008090450428426266,4.295369162980933
