phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 swarm_size=18 iterations=12 workers=12,1,0,0,0,,,4.50498191639781e-06
2,init_best fitness=0.8002088810899295,1,18,18,1,0.8002088810899295,,6.82562209200114
3,iteration=1/12 best_fitness=0.6652419888414443,19,36,18,5,0.6652419888414443,0.13496689224848524,4.186262774979696
4,iteration=2/12 best_fitness=0.6281492488633376,37,54,18,2,0.6281492488633376,0.03709273997810669,3.7306902590207756
5,iteration=3/12 best_fitness=0.6215460992825683,55,72,18,1,0.6215460992825683,0.006603149580769241,3.5809371679788455
6,iteration=4/12 best_fitness=0.6215460992825683,73,90,18,0,0.6682961230981164,-0.04675002381554805,3.8518789139925502
7,iteration=5/12 best_fitness=0.6215460992825683,91,108,18,0,0.6853279740316793,-0.017031850933562964,6.317140287021175
8,iteration=6/12 best_fitness=0.6004970488429535,109,126,18,1,0.6004970488429535,0.08483092518872581,4.1582055920152925
9,iteration=7/12 best_fitness=0.6004970488429535,127,144,18,0,0.6085262989799958,-0.008029250137042254,3.643359342997428
10,iteration=8/12 best_fitness=0.5666351084655616,145,162,18,4,0.5666351084655616,0.04189119051443413,3.3029214419657364
11,iteration=9/12 best_fitness=0.5666351084655616,163,180,18,0,0.568336796015501,-0.001701687549939379,3.260950625000987
12,iteration=10/12 best_fitness=0.5644450393156148,181,198,18,1,0.5644450393156148,0.003891756699886173,3.261209498043172
13,iteration=11/12 best_fitness=0.5644450393156148,199,216,18,0,0.5719694359577261,-0.007524396642111242,3.3074831219855696
14,iteration=12/12 best_fitness=0.5644450393156148,217,234,18,0,0.572029065573588,-5.96296158619225e-05,3.2953763009863906
