event_idx,kind,eval,elapsed_sec,b1,b2,ratio,fitness,is_new_best,message,timestamp_utc
1,step,0,4.72203828394413e-06,,,,,False,numbers=20 curves_per_n=12 swarm_size=18 iterations=12 workers=12,2026-04-09T10:27:04.536118+00:00
2,evaluation,1,0.2487796900095418,2978,14650,4.919408999328408,0.8774315409827977,False,,2026-04-09T10:27:02.305395+00:00
3,evaluation,2,0.8132228130125441,19062,90272,4.735704543069982,2.3743914534919894,False,,2026-04-09T10:27:02.869836+00:00
4,evaluation,3,1.0383450720109977,2951,2951,1.0,0.7951388902729377,False,,2026-04-09T10:27:03.094958+00:00
5,evaluation,4,1.5741448540356942,20249,26423,1.3049039458738703,2.2639096523023907,False,,2026-04-09T10:27:03.630758+00:00
6,evaluation,5,1.8722036510007456,3785,75700,20.0,1.0595186926977476,False,,2026-04-09T10:27:03.928817+00:00
7,evaluation,6,2.1833156070206314,4174,83480,20.0,1.2036985765735153,False,,2026-04-09T10:27:04.239928+00:00
8,evaluation,7,2.686550844053272,13882,214728,15.46808817173318,1.9075831564725376,False,,2026-04-09T10:27:04.743165+00:00
9,evaluation,8,2.997144499036949,5575,34565,6.2,1.193457885994576,False,,2026-04-09T10:27:05.053759+00:00
10,evaluation,9,3.3674116270267405,9496,24697,2.6007792754844146,1.5144029164512176,False,,2026-04-09T10:27:05.424050+00:00
11,evaluation,10,3.747108816052787,8477,82232,9.700601627934411,1.5727022246574052,False,,2026-04-09T10:27:05.803722+00:00
12,evaluation,11,4.019707586034201,4064,16146,3.9729330708661417,1.040145446837414,False,,2026-04-09T10:27:06.076321+00:00
13,evaluation,12,4.516532463021576,17869,17869,1.0,2.1618582686933223,False,,2026-04-09T10:27:06.573146+00:00
14,evaluation,13,5.0179210810456425,18250,18250,1.0,2.0534105802798877,False,,2026-04-09T10:27:07.074554+00:00
15,evaluation,14,5.645121537032537,25561,25561,1.0,2.81157406247803,False,,2026-04-09T10:27:07.701735+00:00
16,evaluation,15,5.894342768006027,2197,27719,12.616750113791534,0.9034231610421557,False,,2026-04-09T10:27:07.950956+00:00
17,evaluation,16,6.154677326034289,2291,45820,20.0,0.9802623598952778,False,,2026-04-09T10:27:08.211291+00:00
18,evaluation,17,6.397475597041193,1727,34540,20.0,0.8865689430967905,False,,2026-04-09T10:27:08.454089+00:00
19,evaluation,18,6.762870664009824,7869,100225,12.736688270428262,1.444795029447414,False,,2026-04-09T10:27:08.819484+00:00
20,new_best,3,6.762994194054045,2951,2951,1.0,0.7951388902729377,True,,2026-04-09T10:27:08.819600+00:00
21,step,18,6.763082871038932,,,,,False,init_best fitness=0.7951388902729377,2026-04-09T10:27:08.819688+00:00
