phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 max_curves_per_n=100 repeats_per_n=3 swarm_size=18 iterations=12 workers=56,1,0,0,0,0,,,,4.650966729968786e-06
2,init_best fitness=2.2128979248369767,1,18,18,1,72,4.0,2.2128979248369767,,43.843560931039974
3,iteration=1/12 best_fitness=2.1913249351011204,19,36,18,4,8,0.4444444444444444,2.1913249351011204,0.021572989735856307,23.090334064967465
4,iteration=2/12 best_fitness=2.1855866198050817,37,54,18,5,1,0.05555555555555555,2.1855866198050817,0.005738315296038632,19.941907179018017
5,iteration=3/12 best_fitness=2.1855866198050817,55,72,18,0,0,0.0,2.1856735467829105,-8.692697782874959e-05,18.597758750023786
6,iteration=4/12 best_fitness=2.1855866198050817,73,90,18,0,0,0.0,2.189109487651949,-0.003435940869038312,18.724866624979768
7,iteration=5/12 best_fitness=2.1855866198050817,91,108,18,0,0,0.0,2.188793710160116,0.00031577749183275827,18.844810424023308
8,iteration=6/12 best_fitness=2.185431040132353,109,126,18,1,0,0.0,2.185431040132353,0.003362670027763137,18.72840126499068
9,iteration=7/12 best_fitness=2.185431040132353,127,144,18,0,0,0.0,2.187399320421016,-0.001968280288663138,18.647458266001195
10,iteration=8/12 best_fitness=2.185431040132353,145,162,18,0,0,0.0,2.1875687987706973,-0.0001694783496812846,18.907599884958472
11,iteration=9/12 best_fitness=2.185431040132353,163,180,18,0,0,0.0,2.188183146981293,-0.0006143482105955833,18.71632586303167
12,iteration=10/12 best_fitness=2.185431040132353,181,198,18,0,0,0.0,2.1885183222725706,-0.0003351752912776895,18.741629775962792
13,iteration=11/12 best_fitness=2.185431040132353,199,216,18,0,0,0.0,2.187422870786726,0.0010954514858445563,18.724265508004464
14,iteration=12/12 best_fitness=2.185431040132353,217,234,18,0,0,0.0,2.1871794814400296,0.00024338934669643209,18.771156749047805
