phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 initial_samples=16 iterations=22 candidate_pool=2500 workers=12,1,0,0,0,,,5.361041985452175e-06
2,initial_design_completed points=16,1,16,16,6,1.0911098904325627,,12.196454708988313
3,iteration=1/22 best_fitness=1.0911098904325627,17,17,1,0,1.5094592490058858,-0.4183493585733231,0.39051310397917405
4,iteration=2/22 best_fitness=1.0911098904325627,18,18,1,0,1.8811319906380959,-0.3716727416322101,0.4918632329790853
5,iteration=3/22 best_fitness=0.9893942494527437,19,19,1,1,0.9893942494527437,0.8917377411853522,0.2892849870258942
6,iteration=4/22 best_fitness=0.9893942494527437,20,20,1,0,1.6155817231920082,-0.6261874737392645,0.4082895389874466
7,iteration=5/22 best_fitness=0.9893942494527437,21,21,1,0,1.1368581806018483,0.4787235425901599,0.31524612399516627
8,iteration=6/22 best_fitness=0.9893942494527437,22,22,1,0,1.1917529296479188,-0.0548947490460705,0.33100987400393933
9,iteration=7/22 best_fitness=0.9893942494527437,23,23,1,0,1.22329039365286,-0.031537464004941285,0.34195510402787477
10,iteration=8/22 best_fitness=0.9893942494527437,24,24,1,0,1.5759242814092431,-0.35263388775638305,0.40965098299784586
11,iteration=9/22 best_fitness=0.9893942494527437,25,25,1,0,1.451503295567818,0.12442098584142514,0.38437861000420526
12,iteration=10/22 best_fitness=0.9893942494527437,26,26,1,0,2.5768554884998593,-1.1253521929320414,0.6043886420084164
13,iteration=11/22 best_fitness=0.9893942494527437,27,27,1,0,3.4085829264076892,-0.8317274379078299,0.7718431300017983
14,iteration=12/22 best_fitness=0.9893942494527437,28,28,1,0,1.4153541639097966,1.9932287624978926,0.3752330649876967
15,iteration=13/22 best_fitness=0.9893942494527437,29,29,1,0,1.0242354024958331,0.3911187614139635,0.302551862958353
16,iteration=14/22 best_fitness=0.9893942494527437,30,30,1,0,1.1281416893179994,-0.1039062868221663,0.31786195904714987
17,iteration=15/22 best_fitness=0.9893942494527437,31,31,1,0,1.2657970531727187,-0.13765536385471933,0.3488809120026417
18,iteration=16/22 best_fitness=0.9893942494527437,32,32,1,0,1.9191900516161695,-0.6533929984434508,0.4783663509879261
19,iteration=17/22 best_fitness=0.9893942494527437,33,33,1,0,1.6825094106025063,0.23668064101366326,0.4346799969789572
20,iteration=18/22 best_fitness=0.9893942494527437,34,34,1,0,1.599463338701753,0.0830460719007533,0.41277829103637487
21,iteration=19/22 best_fitness=0.9604992592649069,35,35,1,1,0.9604992592649069,0.6389640794368461,0.29946293495595455
22,iteration=20/22 best_fitness=0.9604992592649069,36,36,1,0,1.0085970078362152,-0.04809774857130833,0.2998691140091978
23,iteration=21/22 best_fitness=0.9604992592649069,37,37,1,0,0.9914233773888554,0.017173630447359756,0.29832660499960184
24,iteration=22/22 best_fitness=0.9604992592649069,38,38,1,0,1.1007172966201324,-0.10929391923127696,0.32482453901320696
