phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 population_size=22 generations=14 mutation_prob=0.14 workers=12,1,0,0,0,,,1.0354968253523111e-05
2,init_best fitness=0.9322198369482066,1,22,22,1,0.9322198369482066,,9.641894180036616
3,generation=1/14 best_fitness=0.8485573522630148,23,43,21,1,0.8485573522630148,0.08366248468519188,6.152031328994781
4,generation=2/14 best_fitness=0.8091013334342279,44,64,21,1,0.8091013334342279,0.03945601882878691,5.511494971986394
5,generation=3/14 best_fitness=0.7818092247180175,65,85,21,1,0.7818092247180175,0.02729210871621035,5.207141146995127
6,generation=4/14 best_fitness=0.7690145924279932,86,106,21,1,0.7690145924279932,0.01279463229002431,5.075629334023688
7,generation=5/14 best_fitness=0.7637952314398717,107,127,21,1,0.7637952314398717,0.00521936098812148,4.878723234985955
8,generation=6/14 best_fitness=0.7322852852521464,128,148,21,1,0.7322852852521464,0.03150994618772529,4.796206591010559
9,generation=7/14 best_fitness=0.7322852852521464,149,169,21,0,0.7536578400467988,-0.021372554794652387,4.830477843002882
10,generation=8/14 best_fitness=0.7322852852521464,170,190,21,0,0.7485838154389057,0.0050740246078930795,4.9086938190157525
11,generation=9/14 best_fitness=0.7322852852521464,191,211,21,0,0.7325053040403873,0.016078511398518458,4.673835775000043
12,generation=10/14 best_fitness=0.7285099540604278,212,232,21,1,0.7285099540604278,0.003995349979959428,4.715404019982088
13,generation=11/14 best_fitness=0.7285099540604278,233,253,21,0,0.7294925633759703,-0.0009826093155425042,4.652918650011998
14,generation=12/14 best_fitness=0.7230282330710907,254,274,21,1,0.7230282330710907,0.006464330304879695,4.700790194969159
15,generation=13/14 best_fitness=0.7230282330710907,275,295,21,0,0.7283422062755562,-0.005313973204465583,4.658132624987047
16,generation=14/14 best_fitness=0.7230282330710907,296,316,21,0,0.7316559155879077,-0.0033137093123514205,4.686567742028274
