phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 population_size=22 generations=14 mutation_prob=0.14 workers=12,1,0,0,0,,,9.150011464953423e-06
2,init_best fitness=1.0541931416955777,1,22,22,1,1.0541931416955777,,13.11485408298904
3,generation=1/14 best_fitness=1.0259040206146892,23,43,21,1,1.0259040206146892,0.028289121080888435,8.380061661999207
4,generation=2/14 best_fitness=1.011665181547869,44,64,21,1,1.011665181547869,0.01423883906682022,6.791827572043985
5,generation=3/14 best_fitness=0.9942666891729459,65,85,21,1,0.9942666891729459,0.01739849237492308,6.305820659967139
6,generation=4/14 best_fitness=0.9633649279130623,86,106,21,1,0.9633649279130623,0.030901761259883642,6.101023436000105
7,generation=5/14 best_fitness=0.9633649279130623,107,127,21,0,0.9707327116047964,-0.0073677836917340755,5.81584539799951
8,generation=6/14 best_fitness=0.9633649279130623,128,148,21,0,0.9814261337451171,-0.010693422140320763,5.794967206020374
9,generation=7/14 best_fitness=0.9633649279130623,149,169,21,0,0.9662638312729541,0.015162302472162992,5.743951815995388
10,generation=8/14 best_fitness=0.9633649279130623,170,190,21,0,0.971272192458855,-0.005008361185900867,5.716234149003867
11,generation=9/14 best_fitness=0.9619178346183617,191,211,21,1,0.9619178346183617,0.009354357840493321,5.661094514012802
12,generation=10/14 best_fitness=0.9594914450717624,212,232,21,1,0.9594914450717624,0.002426389546599239,5.670218872954138
13,generation=11/14 best_fitness=0.9594914450717624,233,253,21,0,0.960241453256458,-0.0007500081846956164,6.10193247103598
14,generation=12/14 best_fitness=0.9509571833186783,254,274,21,1,0.9509571833186783,0.009284269937779754,6.03587007598253
15,generation=13/14 best_fitness=0.9509571833186783,275,295,21,0,0.9574437407427467,-0.006486557424068451,5.712139394017868
16,generation=14/14 best_fitness=0.9509571833186783,296,316,21,0,0.9555980022123549,0.0018457385303918272,5.606766884971876
