phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 swarm_size=18 iterations=12 workers=12,1,0,0,0,,,4.458997864276171e-06
2,init_best fitness=0.9273757973569445,1,18,18,1,0.9273757973569445,,7.8662194380303845
3,iteration=1/12 best_fitness=0.7702407805481926,19,36,18,6,0.7702407805481926,0.15713501680875197,4.776029689994175
4,iteration=2/12 best_fitness=0.7065562782227062,37,54,18,4,0.7065562782227062,0.06368450232548639,4.121317031967919
5,iteration=3/12 best_fitness=0.7015871799667366,55,72,18,1,0.7015871799667366,0.004969098255969584,3.875521412002854
6,iteration=4/12 best_fitness=0.6973932455584873,73,90,18,1,0.6973932455584873,0.0041939344082493335,3.9921685460139997
7,iteration=5/12 best_fitness=0.6973932455584873,91,108,18,0,0.7092740280786529,-0.011880782520165667,4.008145412022714
8,iteration=6/12 best_fitness=0.6973932455584873,109,126,18,0,0.7228505510429386,-0.013576522964285687,3.942233740002848
9,iteration=7/12 best_fitness=0.6973932455584873,127,144,18,0,0.7277992635790724,-0.004948712536133826,4.0943341899546795
10,iteration=8/12 best_fitness=0.6973932455584873,145,162,18,0,0.7110451259359252,0.01675413764314726,4.089589197013993
11,iteration=9/12 best_fitness=0.6973932455584873,163,180,18,0,0.7279219608171843,-0.01687683488125913,3.9904640979948454
12,iteration=10/12 best_fitness=0.6973932455584873,181,198,18,0,0.7429498576093465,-0.01502789679216221,4.000935324002057
13,iteration=11/12 best_fitness=0.6973932455584873,199,216,18,0,0.7509779090760276,-0.008028051466681063,4.415859287022613
14,iteration=12/12 best_fitness=0.6973932455584873,217,234,18,0,0.7215963030757848,0.029381606000242755,4.086465508968104
