phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=80 max_curves_per_n=260 repeats_per_n=8 population_size=22 generations=12 mutation_prob=0.14 workers=56,1,0,0,0,0,,,,1.452199649065733e-05
2,init_best fitness=38486.034221500035,1,22,22,1,8859,402.6818181818182,38486.034221500035,,3059.0570526210067
3,generation=1/12 best_fitness=32437.378051224932,23,43,21,1,12455,593.0952380952381,32437.378051224932,6048.656170275102,3396.243563827011
4,generation=2/12 best_fitness=32437.378051224932,44,64,21,0,13338,635.1428571428571,44061.113308496424,-11623.735257271492,1819.2678775840031
5,generation=3/12 best_fitness=32437.378051224932,65,85,21,0,13385,637.3809523809524,47413.65722460327,-3352.5439161068425,2098.2901922299934
6,generation=4/12 best_fitness=32437.378051224932,86,106,21,0,13380,637.1428571428571,35598.850695550645,11814.806529052621,1721.7531659629894
7,generation=5/12 best_fitness=25095.956925111805,107,127,21,1,13390,637.6190476190476,25095.956925111805,10502.89377043884,1160.0669361000182
8,generation=6/12 best_fitness=25095.956925111805,128,148,21,0,13388,637.5238095238095,25962.113616118913,-866.1566910071087,981.2460138829774
9,generation=7/12 best_fitness=25095.956925111805,149,169,21,0,13387,637.4761904761905,26016.732744212222,-54.61912809330897,917.2942680970009
10,generation=8/12 best_fitness=25095.956925111805,170,190,21,0,13400,638.0952380952381,26020.341929670158,-3.609185457935382,888.3676269240095
11,generation=9/12 best_fitness=24246.294845838584,191,211,21,1,13387,637.4761904761905,24246.294845838584,1774.0470838315741,907.3901071920118
12,generation=10/12 best_fitness=24246.294845838584,212,232,21,0,13384,637.3333333333334,25728.46449253908,-1482.169646700495,886.7771137279924
13,generation=11/12 best_fitness=24246.294845838584,233,253,21,0,13387,637.4761904761905,25669.837412394827,58.62708014425152,894.7882314939925
14,generation=12/12 best_fitness=24246.294845838584,254,274,21,0,13386,637.4285714285714,26452.836522383714,-782.9991099888866,914.7987572679995
