phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 max_curves_per_n=100 repeats_per_n=3 initial_samples=16 iterations=22 candidate_pool=2500 workers=56,1,0,0,0,0,,,,6.459013093262911e-06
2,initial_design_completed points=16,1,16,16,2,59,3.6875,2.067574190486443,,36.7243532279972
3,iteration=1/22 best_fitness=2.067574190486443,17,17,1,0,38,38.0,2.14113792233692,-0.07356373185047671,6.534868391987402
4,iteration=2/22 best_fitness=2.0358113476701707,18,18,1,1,36,36.0,2.0358113476701707,0.1053265746667491,5.276872461021412
5,iteration=3/22 best_fitness=2.0358113476701707,19,19,1,0,22,22.0,2.6043378764946885,-0.5685265288245178,7.299122157972306
6,iteration=4/22 best_fitness=2.0358113476701707,20,20,1,0,27,27.0,2.2790075379774968,0.32533033851719173,5.465509761997964
7,iteration=5/22 best_fitness=2.0358113476701707,21,21,1,0,30,30.0,2.1034522212703175,0.17555531670717928,4.216199003974907
8,iteration=6/22 best_fitness=2.0358113476701707,22,22,1,0,29,29.0,2.3499668815348898,-0.24651466026457225,6.1127176970476285
9,iteration=7/22 best_fitness=2.0358113476701707,23,23,1,0,32,32.0,2.172516849713433,0.1774500318214569,5.542780882969964
10,iteration=8/22 best_fitness=2.0358113476701707,24,24,1,0,33,33.0,2.0531999931894713,0.11931685652396151,4.795104119984899
11,iteration=9/22 best_fitness=2.0358113476701707,25,25,1,0,20,20.0,2.3336549549941044,-0.28045496180463303,4.475831182033289
12,iteration=10/22 best_fitness=2.0358113476701707,26,26,1,0,30,30.0,2.161014065841318,0.17264088915278641,5.0685265740030445
13,iteration=11/22 best_fitness=2.0358113476701707,27,27,1,0,25,25.0,2.3051558422653358,-0.14414177642401782,4.93221719795838
14,iteration=12/22 best_fitness=2.0358113476701707,28,28,1,0,33,33.0,2.0990432851497225,0.20611255711561327,5.257183546025772
15,iteration=13/22 best_fitness=2.0358113476701707,29,29,1,0,29,29.0,2.1709934906162482,-0.07195020546652575,4.9758195240283385
16,iteration=14/22 best_fitness=2.0358113476701707,30,30,1,0,26,26.0,2.2152895483008574,-0.0442960576846092,4.937145203992259
17,iteration=15/22 best_fitness=1.9943435956756828,31,31,1,1,38,38.0,1.9943435956756828,0.2209459526251747,5.950190363975707
18,iteration=16/22 best_fitness=1.9943435956756828,32,32,1,0,31,31.0,2.2757507640753905,-0.2814071683997077,6.41816583002219
19,iteration=17/22 best_fitness=1.9943435956756828,33,33,1,0,35,35.0,2.122550863472002,0.15319990060338862,6.0531883999938145
20,iteration=18/22 best_fitness=1.9943435956756828,34,34,1,0,24,24.0,2.335446110714189,-0.21289524724218722,5.315697486978024
21,iteration=19/22 best_fitness=1.9943435956756828,35,35,1,0,34,34.0,2.248482548998113,0.08696356171607622,6.464251981000416
22,iteration=20/22 best_fitness=1.9943435956756828,36,36,1,0,26,26.0,2.359243532331607,-0.11076098333349416,5.967288735031616
23,iteration=21/22 best_fitness=1.9943435956756828,37,37,1,0,32,32.0,2.4109986177693576,-0.05175508543775065,7.2639561030082405
24,iteration=22/22 best_fitness=1.9943435956756828,38,38,1,0,32,32.0,2.24206166023105,0.16893695753830773,5.9726812379667535
