phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 population_size=22 generations=14 mutation_prob=0.14 workers=12,1,0,0,0,,,6.650196155533195e-05
2,init_best fitness=1.1836489847337361,1,22,22,1,1.1836489847337361,,16.60278268100228
3,generation=1/14 best_fitness=1.0290827613789588,23,43,21,1,1.0290827613789588,0.15456622335477732,7.220943227002863
4,generation=2/14 best_fitness=1.0290827613789588,44,64,21,0,1.06794819937204,-0.03886543799308129,6.31465673801722
5,generation=3/14 best_fitness=0.9918981456721667,65,85,21,1,0.9918981456721667,0.07605005369987339,6.126270457985811
6,generation=4/14 best_fitness=0.9918981456721667,86,106,21,0,1.008468630257994,-0.016570484585827217,6.33846631803317
7,generation=5/14 best_fitness=0.9918981456721667,107,127,21,0,1.0447844413574785,-0.03631581109948456,6.09656101296423
8,generation=6/14 best_fitness=0.9918981456721667,128,148,21,0,1.0217786308785435,0.023005810478935018,5.998712386994157
9,generation=7/14 best_fitness=0.9918981456721667,149,169,21,0,1.0118364825029857,0.009942148375557736,5.996127742051613
10,generation=8/14 best_fitness=0.9918981456721667,170,190,21,0,1.0138152735016774,-0.001978790998691693,5.968200028990395
11,generation=9/14 best_fitness=0.9918981456721667,191,211,21,0,0.9962752560095396,0.01754001749213785,5.908480897953268
12,generation=10/14 best_fitness=0.9297209183278028,212,232,21,1,0.9297209183278028,0.0665543376817368,5.523759708041325
13,generation=11/14 best_fitness=0.9297209183278028,233,253,21,0,0.9550744343432598,-0.02535351601545699,5.6781216689851135
14,generation=12/14 best_fitness=0.9297209183278028,254,274,21,0,1.003300130541902,-0.048225696198642254,5.867932285997085
15,generation=13/14 best_fitness=0.9297209183278028,275,295,21,0,0.9708873320778366,0.03241279846406542,5.838217712996993
16,generation=14/14 best_fitness=0.9297209183278028,296,316,21,0,0.965523097111145,0.005364234966691583,5.7981491219834425
