phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 curves_per_n=12 initial_samples=16 iterations=22 candidate_pool=2500 workers=12,1,0,0,0,,,4.87396027892828e-06
2,initial_design_completed points=16,1,16,16,4,1.02364456030773,,11.537062768009491
3,iteration=1/22 best_fitness=1.02364456030773,17,17,1,0,2.2466805961739738,-1.2230360358662438,0.5359028390375897
4,iteration=2/22 best_fitness=1.02364456030773,18,18,1,0,3.1525752723391633,-0.9058946761651896,0.7473792829550803
5,iteration=3/22 best_fitness=1.02364456030773,19,19,1,0,1.06254092240124,2.0900343499379233,0.30335611902410164
6,iteration=4/22 best_fitness=1.02364456030773,20,20,1,0,1.2131202768941876,-0.15057935449294746,0.33466214599320665
7,iteration=5/22 best_fitness=1.02364456030773,21,21,1,0,2.778178917564219,-1.5650586406700313,0.643665894982405
8,iteration=6/22 best_fitness=1.02364456030773,22,22,1,0,1.1374499655794352,1.6407289519847836,0.32347531500272453
9,iteration=7/22 best_fitness=1.02364456030773,23,23,1,0,1.3215036608744413,-0.18405369529500604,0.3651221310137771
10,iteration=8/22 best_fitness=1.02364456030773,24,24,1,0,1.9098459261876997,-0.5883422653132584,0.47965661803027615
11,iteration=9/22 best_fitness=1.02364456030773,25,25,1,0,1.3786599035956897,0.53118602259201,0.36343890900025144
12,iteration=10/22 best_fitness=1.02364456030773,26,26,1,0,1.2199485133751296,0.15871139022056013,0.34297551395138726
13,iteration=11/22 best_fitness=1.02364456030773,27,27,1,0,1.2976135049248114,-0.07766499154968187,0.3585063249920495
14,iteration=12/22 best_fitness=1.02364456030773,28,28,1,0,1.5619540895859245,-0.2643405846611131,0.4090522340266034
15,iteration=13/22 best_fitness=1.02364456030773,29,29,1,0,1.1412596601294354,0.42069442945648916,0.32077402801951393
16,iteration=14/22 best_fitness=1.02364456030773,30,30,1,0,1.6844267762207892,-0.5431671160913538,0.42983272997662425
17,iteration=15/22 best_fitness=1.02364456030773,31,31,1,0,2.2780477608321235,-0.5936209846113343,0.5538630670052953
18,iteration=16/22 best_fitness=1.02364456030773,32,32,1,0,1.0438248636201024,1.234222897212021,0.3083600610261783
19,iteration=17/22 best_fitness=1.02364456030773,33,33,1,0,2.9382436063024215,-1.8944187426823191,0.6932997139520012
20,iteration=18/22 best_fitness=0.9460408766753972,34,34,1,1,0.9460408766753972,1.9922027296270244,0.2899796580313705
21,iteration=19/22 best_fitness=0.9460408766753972,35,35,1,0,1.0456776096543763,-0.09963673297897913,0.3068619549740106
22,iteration=20/22 best_fitness=0.9318688510684296,36,36,1,1,0.9318688510684296,0.11380875858594663,0.28670680202776566
23,iteration=21/22 best_fitness=0.9318688510684296,37,37,1,0,1.0305831183795817,-0.09871426731115207,0.3060247069806792
24,iteration=22/22 best_fitness=0.9318688510684296,38,38,1,0,0.9402953834214713,0.09028773495811038,0.2958385740057565
