phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=80 max_curves_per_n=260 repeats_per_n=8 popsize=10 maxiter=11 workers=56,1,0,0,0,0,,,,5.902002158109099e-06
2,generation=1/11 best_fitness=27443.224359728,1,40,40,8,14029,350.725,27443.224359728,,2135.3986866739942
3,generation=2/11 best_fitness=25679.788226206943,41,60,20,1,10645,532.25,25679.788226206943,1763.436133521056,1276.0176203310039
4,generation=3/11 best_fitness=25679.788226206943,61,80,20,0,11630,581.5,26611.281689837968,-931.4934636310245,1042.7807955850003
5,generation=4/11 best_fitness=25679.788226206943,81,100,20,0,12408,620.4,25866.897329684292,744.3843601536755,954.4285351930012
6,generation=5/11 best_fitness=25032.696339084545,101,120,20,1,12699,634.95,25032.696339084545,834.2009905997475,847.8576144369945
7,generation=6/11 best_fitness=25032.696339084545,121,140,20,0,12677,633.85,25200.77064359013,-168.07430450558604,885.8857469870054
8,generation=7/11 best_fitness=25032.696339084545,141,160,20,0,12699,634.95,25248.265699870186,-47.495056280054996,843.4355715769998
9,generation=8/11 best_fitness=25032.696339084545,161,180,20,0,12703,635.15,25718.572341680137,-470.30664180995154,877.5167714509953
10,generation=9/11 best_fitness=25032.696339084545,181,200,20,0,12712,635.6,25307.366108218554,411.2062334615839,876.7548079840053
11,generation=10/11 best_fitness=25032.696339084545,201,220,20,0,12740,637.0,25437.94306249058,-130.57695427202634,857.1039179559957
12,generation=11/11 best_fitness=25032.696339084545,221,240,20,0,12738,636.9,25564.78184754518,-126.8387850545987,848.3320326910034
