phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=80 max_curves_per_n=260 repeats_per_n=8 initial_samples=16 iterations=56 candidate_pool=2500 workers=56,1,0,0,0,0,,,,9.973999112844467e-06
2,initial_design_completed points=16,1,16,16,2,3157,197.3125,28533.322895647107,,885.4696560190059
3,iteration=1/56 best_fitness=26768.11143502957,17,17,1,1,635,635.0,26768.11143502957,1765.2114606175383,39.650787685997784
4,iteration=2/56 best_fitness=26768.11143502957,18,18,1,0,617,617.0,30475.95559567284,-3707.8441606432716,45.63906693601166
5,iteration=3/56 best_fitness=26768.11143502957,19,19,1,0,476,476.0,81923.333772574,-51447.378176901155,65.600025577005
6,iteration=4/56 best_fitness=26768.11143502957,20,20,1,0,568,568.0,39013.51978012828,42909.81399244572,48.682159757998306
7,iteration=5/56 best_fitness=26768.11143502957,21,21,1,0,504,504.0,56292.916672450454,-17279.396892322176,41.14350866997847
8,iteration=6/56 best_fitness=26768.11143502957,22,22,1,0,490,490.0,65645.51405318943,-9352.597380738975,49.734607442020206
9,iteration=7/56 best_fitness=26768.11143502957,23,23,1,0,606,606.0,34614.71626187966,31030.79779130977,50.693975414003944
10,iteration=8/56 best_fitness=26768.11143502957,24,24,1,0,610,610.0,41096.56809345169,-6481.851831572036,58.33795478698448
11,iteration=9/56 best_fitness=26768.11143502957,25,25,1,0,401,401.0,90689.16048022955,-49592.592386777855,40.160498640994774
12,iteration=10/56 best_fitness=26768.11143502957,26,26,1,0,588,588.0,37346.21440125133,53342.94607897822,55.10223588600638
13,iteration=11/56 best_fitness=26768.11143502957,27,27,1,0,455,455.0,77564.07144800748,-40217.85704675615,48.60720486601349
14,iteration=12/56 best_fitness=26768.11143502957,28,28,1,0,631,631.0,29461.420601291866,48102.650846715616,45.52036862800014
15,iteration=13/56 best_fitness=26768.11143502957,29,29,1,0,606,606.0,46390.96549700829,-16929.544895716426,67.24328659198363
16,iteration=14/56 best_fitness=26768.11143502957,30,30,1,0,587,587.0,39038.35191737737,7352.6135796309245,60.91134977800539
17,iteration=15/56 best_fitness=26768.11143502957,31,31,1,0,589,589.0,51812.19221737618,-12773.84029999881,73.31076066801324
18,iteration=16/56 best_fitness=26768.11143502957,32,32,1,0,616,616.0,29423.8606499014,22388.33156747478,41.916631528001744
19,iteration=17/56 best_fitness=26768.11143502957,33,33,1,0,589,589.0,29009.820098192085,414.04055170931315,39.42870290897554
20,iteration=18/56 best_fitness=26768.11143502957,34,34,1,0,576,576.0,30499.34313573478,-1489.5230375426945,41.51372638400062
21,iteration=19/56 best_fitness=26768.11143502957,35,35,1,0,575,575.0,30823.87240140039,-324.5292656656093,39.40163185101119
22,iteration=20/56 best_fitness=26768.11143502957,36,36,1,0,590,590.0,32171.736559670044,-1347.8641582696546,44.343085600005
23,iteration=21/56 best_fitness=26768.11143502957,37,37,1,0,553,553.0,39964.07889024771,-7792.342330577663,40.149988821998704
24,iteration=22/56 best_fitness=26768.11143502957,38,38,1,0,594,594.0,31520.84647402824,8443.232416219467,42.600734261999605
25,iteration=23/56 best_fitness=26768.11143502957,39,39,1,0,556,556.0,38642.55725620083,-7121.710782172591,45.68971056098235
26,iteration=24/56 best_fitness=26768.11143502957,40,40,1,0,517,517.0,61265.70838376363,-22623.1511275628,55.33111425102106
27,iteration=25/56 best_fitness=26768.11143502957,41,41,1,0,555,555.0,38786.72317903393,22478.985204729703,43.14241187699372
28,iteration=26/56 best_fitness=26768.11143502957,42,42,1,0,234,234.0,169975.6723705864,-131188.94919155247,80.72877825700562
29,iteration=27/56 best_fitness=26768.11143502957,43,43,1,0,362,362.0,113204.99120019675,56770.68117038965,58.56564102199627
30,iteration=28/56 best_fitness=26768.11143502957,44,44,1,0,538,538.0,47833.143728340925,65371.84747185582,46.91706511800294
31,iteration=29/56 best_fitness=26768.11143502957,45,45,1,0,634,634.0,28074.359153880323,19758.784574460602,44.36607407298288
32,iteration=30/56 best_fitness=26768.11143502957,46,46,1,0,554,554.0,39033.18878457088,-10958.829630690554,43.24553174801986
33,iteration=31/56 best_fitness=26768.11143502957,47,47,1,0,328,328.0,115836.71450131458,-76803.5257167437,43.440747447981266
34,iteration=32/56 best_fitness=26768.11143502957,48,48,1,0,554,554.0,47411.128250202426,68425.58625111215,54.53461301900097
35,iteration=33/56 best_fitness=26768.11143502957,49,49,1,0,628,628.0,28617.453773086927,18793.6744771155,46.38323560601566
36,iteration=34/56 best_fitness=26768.11143502957,50,50,1,0,612,612.0,30297.417574186256,-1679.9638010993294,49.00628117000451
37,iteration=35/56 best_fitness=26768.11143502957,51,51,1,0,589,589.0,32328.534388295902,-2031.116814109646,41.214795999985654
38,iteration=36/56 best_fitness=26768.11143502957,52,52,1,0,633,633.0,27635.857137826097,4692.677250469806,40.040171911008656
39,iteration=37/56 best_fitness=26768.11143502957,53,53,1,0,638,638.0,30545.65535264861,-2909.798214822513,59.03314015700016
40,iteration=38/56 best_fitness=26588.065878957623,54,54,1,1,636,636.0,26588.065878957623,3957.589473690987,38.28380697299144
41,iteration=39/56 best_fitness=26588.065878957623,55,55,1,0,634,634.0,28029.20712748848,-1441.1412485308574,43.016541220014915
42,iteration=40/56 best_fitness=26588.065878957623,56,56,1,0,584,584.0,34475.66559057239,-6446.458463083909,48.312024029990425
43,iteration=41/56 best_fitness=26527.08172991879,57,57,1,1,634,634.0,26527.08172991879,7948.583860653598,38.1095210390049
44,iteration=42/56 best_fitness=26527.08172991879,58,58,1,0,636,636.0,29740.127885452494,-3213.0461555337024,42.178594444005284
45,iteration=43/56 best_fitness=26527.08172991879,59,59,1,0,634,634.0,27004.144631656218,2735.9832537962757,39.03031639297842
46,iteration=44/56 best_fitness=26527.08172991879,60,60,1,0,636,636.0,27254.72160423793,-250.57697258171174,42.06794757000171
47,iteration=45/56 best_fitness=26527.08172991879,61,61,1,0,635,635.0,26941.48640122443,313.2352030135007,38.278509757015854
48,iteration=46/56 best_fitness=26527.08172991879,62,62,1,0,627,627.0,28068.00840647744,-1126.5220052530094,38.334069523989456
49,iteration=47/56 best_fitness=26367.209333595383,63,63,1,1,635,635.0,26367.209333595383,1700.799072882055,40.37316497199936
50,iteration=48/56 best_fitness=26367.209333595383,64,64,1,0,637,637.0,27938.85648378895,-1571.6471501935666,41.01250201801304
51,iteration=49/56 best_fitness=26367.209333595383,65,65,1,0,627,627.0,29253.465232572198,-1314.6087487832483,45.64385446900269
52,iteration=50/56 best_fitness=26367.209333595383,66,66,1,0,636,636.0,27437.31813147222,1816.1471010999776,40.28345679497579
53,iteration=51/56 best_fitness=26367.209333595383,67,67,1,0,636,636.0,27674.74934986607,-237.43121839384912,42.85622600000352
54,iteration=52/56 best_fitness=26367.209333595383,68,68,1,0,630,630.0,27820.13969500884,-145.39034514276864,39.947171831998276
55,iteration=53/56 best_fitness=26367.209333595383,69,69,1,0,631,631.0,27645.29064454331,174.8490504655274,41.2636849200062
56,iteration=54/56 best_fitness=26367.209333595383,70,70,1,0,633,633.0,27687.332960633885,-42.04231609057388,43.28819614101667
57,iteration=55/56 best_fitness=26367.209333595383,71,71,1,0,630,630.0,27801.571032019492,-114.23807138560733,37.48928817498381
58,iteration=56/56 best_fitness=26367.209333595383,72,72,1,0,639,639.0,27943.858934415348,-142.28790239585578,40.54386993899243
