phase_idx,phase_label,eval_from,eval_to,eval_count,new_best_count,successes_sum,success_rate,best_fitness_in_phase,improvement_in_phase,phase_duration_sec
1,numbers=20 max_curves_per_n=100 repeats_per_n=3 population_size=22 generations=14 mutation_prob=0.14 workers=56,1,0,0,0,0,,,,8.091003110166639e-06
2,init_best fitness=518484.8360906927,1,22,22,1,218,9.909090909090908,518484.8360906927,,64.32249694399798
3,generation=1/14 best_fitness=453867.83067675115,23,43,21,1,385,18.333333333333332,453867.83067675115,64617.00541394157,81.12015804000112
4,generation=2/14 best_fitness=429101.0545045289,44,64,21,1,608,28.952380952380953,429101.0545045289,24766.77617222228,99.86883564400341
5,generation=3/14 best_fitness=426167.66572531866,65,85,21,1,586,27.904761904761905,426167.66572531866,2933.3887792102178,101.5342457250008
6,generation=4/14 best_fitness=268451.3544542253,86,106,21,1,663,31.571428571428573,268451.3544542253,157716.31127109338,104.98183956799767
7,generation=5/14 best_fitness=268451.3544542253,107,127,21,0,742,35.333333333333336,287434.5987442475,-18983.244290022238,117.33087008300208
8,generation=6/14 best_fitness=268451.3544542253,128,148,21,0,801,38.142857142857146,303567.8489437425,-16133.250199495,122.97972964799555
9,generation=7/14 best_fitness=268451.3544542253,149,169,21,0,842,40.095238095238095,270818.0088213192,32749.84012242331,135.45525443400402
10,generation=8/14 best_fitness=264484.5701776187,170,190,21,1,856,40.76190476190476,264484.5701776187,6333.438643700501,139.11060282399558
11,generation=9/14 best_fitness=264484.5701776187,191,211,21,0,851,40.523809523809526,286901.3714895281,-22416.801311909396,150.16846415599866
12,generation=10/14 best_fitness=216484.67113078677,212,232,21,1,873,41.57142857142857,216484.67113078677,70416.70035874133,143.1832279050068
13,generation=11/14 best_fitness=216484.67113078677,233,253,21,0,890,42.38095238095238,250351.30626808407,-33866.6351372973,145.73203089299932
14,generation=12/14 best_fitness=216484.67113078677,254,274,21,0,873,41.57142857142857,251651.4205504294,-1300.114282345341,150.4288509399994
15,generation=13/14 best_fitness=216484.67113078677,275,295,21,0,894,42.57142857142857,248984.6770216725,2666.743528756895,155.03498452599888
16,generation=14/14 best_fitness=216484.67113078677,296,316,21,0,911,43.38095238095238,219268.20195088166,29716.475070790853,150.37622383699636
